Scenario,Method,Community,TimeSlot,Data_Pload,Data_PloadFixed,Data_PdrShiftBase,Data_PdrShiftMax,Data_PdrCutEmax,Data_Hload,Data_HdrCutMax,Data_H2load,Data_H2drCutMax,Data_Ppv,Data_Pwind,Data_PcompFixed,Pgrid,Pch,Pdis,SOC_e,PpvUse,PpvCurt,PwindUse,PwindCurt,Pchp,Hchp,Fgas,Peb,Heb,Pelec,H2prod,H2cons_fc,Pfc,Pcomp,Hch,Hdis,SOC_th,H2ch,H2dis,SOC_h2,H2short,Hdump,PdrShift,PdrShiftDev,PdrCutE,HdrCut,H2drCut,PloadDR,HloadDR,H2loadDR,Qpv,Qwind,Qes,QinjLocal,PinjLocal,V,CarbonEmission_kg,CarbonQuota_kg,CarbonBuyMarket_kg,CarbonSellMarket_kg,CarbonTradeWithCommunities_kg,CarbonUnusedAllowance_kg,Data_Emax,Data_SOC0_e,Data_EthMax,Data_SOC0_th,Data_EH2Max,Data_SOC0_h2
SingleScenario,centralized,1,1,0.22,0,0,0,0,0.625,0,1.4,0,0,0,0,8.26745217762053e-09,9.27035775710789e-09,0.220003289024216,1.36841759930767,0,0,0,0,0,0,0,3.29083676756856e-06,3.1921116645415e-06,1.26884722736511e-08,2.53769445473022e-07,3.8711089186994e-08,0,0,1.1371976519398e-08,0.574996866315173,4.39474015152425,5.30551961423833,6.7055193967819,51.7500002174564,0,0,0.0175999852952879,2.41499354287526e-08,0,0.0499999533921698,1.83656847607962e-09,0.219999985295288,0.57500004660783,1.39999999816343,1.20556913584813e-07,-2.14747974573884e-06,-3.41341727925139e-06,0,0,0,8.92884835183017e-06,6.01870518530774e-06,4.50656928062799e-06,31.3394930815457,31.3394914860343,0,3.2,1.6,10,5,106.3,53.15
SingleScenario,centralized,1,2,0.2,0,0,0,0,0.61,0,1.4,0,0,0,0,3.14492525795383e-08,8.30168867719744e-09,0.200003877924646,1.15788720938256,0,0,0,0,0,0,0,3.90341353909748e-06,3.78631113292456e-06,1.3595252917607e-08,2.7190505835214e-07,3.90080120936835e-08,0,0,1.09791770360292e-08,0.561196271277387,3.80400724483334,5.37707809029855,6.77707785500754,50.350000452772,0,0,0.015999984845567,2.45028527043836e-08,0,0.0487999538395326,1.83248925015539e-09,0.199999984845567,0.561200046160467,1.39999999816751,-1.75915699725409e-06,-1.73923365601166e-06,-1.76614224699676e-06,0,0,0,3.39651927859013e-05,2.28950558779039e-05,0.000214182295508929,4.8180989325702e-06,-0.000198293114817005,0,3.2,1.6,10,5,106.3,53.15
SingleScenario,centralized,1,3,0.28,0,0,0,0,0.6,0,2.8,0,0,0,0,0.945691597879455,0.0344420119694067,1.01097008790464e-08,1.19060711011204,0,0,0,0,0,0,0,0.618556873093981,0.600000166901162,0.0122045345819826,0.244090691639652,3.63689555181978e-08,0,0.000488181383279304,1.87720192649952e-07,1.23930763560304e-08,3.80400741012252,4.91587957644434,7.47178891869215,47.7940911105242,0,0,0.0224000081946499,1.99950499343294e-08,0,8.90557133786799e-09,1.92301968478157e-09,0.28000000819465,0.599999991094429,2.79999999807698,0.684083203274713,0.399999890871353,0.684072765111604,0,0,0,1021.34692570981,688.463483256243,603.819596894364,4.91471761659804e-06,-270.936149525166,0,3.2,1.6,10,5,106.3,53.15
SingleScenario,centralized,1,4,0.27,0,0,0,0,0.59,0,2.8,0,0,0,0,0.901249381062342,2.00289280921163e-07,1.07026590510838e-08,1.19060728912121,0,0,0,0,0,0,0,0.618556418658997,0.599999726099227,0.0122045831811089,0.244091663622179,3.65505358541429e-08,0,0.000488183327244358,0.00999974503889023,1.17811187951388e-08,3.81350715550878,4.93550473634501,7.49141310679117,45.2381827400789,0,0,0.0216000075488654,1.96406819049577e-08,0,7.63660881941496e-09,1.92335017221963e-09,0.270000007548865,0.589999992363391,2.79999999807665,0.442343256090309,0.399999481371345,0.442338506603673,0,0,0,973.349331547329,656.109549413385,607.473516318723,4.99786443121442e-06,-290.233729186001,0,3.2,1.6,10,5,106.3,53.15
SingleScenario,centralized,1,5,0.29,0,0,0,0,0.61,0,3.15,0,0,0,0,1.52155533267442,0.589996543361266,1.0379177998714e-08,1.75110399438924,0,0,0,0,0,0,0,0.628866081058359,0.610000098626608,0.0122045307359059,0.244090614718118,3.69096652784378e-08,0,0.000488181229436236,1.18928536740938e-07,1.16832171731157e-08,3.81350725619273,4.74838600617311,7.65429542586,42.3322733203914,0,0,0.0232000078991939,1.98410697197431e-08,0,9.08721174134318e-09,1.94315718076948e-09,0.290000007899194,0.609999990912788,3.14999999805684,0.640926982014388,0.399999856790648,0.640902051950109,0,0,0,1643.27975928837,1107.69228218698,674.119214131201,5.02235267723067e-06,-138.53173200654,0,3.2,1.6,10,5,106.3,53.15
SingleScenario,centralized,1,6,0.38,0,0,0,0,0.69,0,3.5,0,0,0,0,1.21376713161993e-08,7.2369826969025e-09,0.546736109323028,1.17559230724048,0,0,0,0,0,0,0,0.16673611251457,0.161734029139132,1.46668219609982e-08,2.93336439219964e-07,3.89579711677687e-08,0,0,1.17134303546883e-08,0.473066029237106,3.31554302601864,4.43811767320354,7.93811741628595,38.832273577309,0,0,0.0303999877689261,2.18647491186644e-08,0,0.0551999537840848,1.96845750811177e-09,0.379999987768926,0.634800046215915,3.49999999803154,6.44268278617393e-06,6.36362427394491e-06,6.14125416212505e-06,0,0,0,1.31086850214952e-05,8.83622471819306e-06,5.53131063143401e-06,2.8819861857369e-05,2.75619145284622e-05,0,3.2,1.6,10,5,106.3,53.15
SingleScenario,centralized,1,7,0.4,0,0,0,0,0.78,0,4.2,0,0,0,0,3.60064893105234e-09,1.05796381400272e-08,0.566735702281206,0.579028420153331,0,0,0,0,0,0,0,0.166735689524778,0.161733618839034,1.90085513325689e-08,3.80171026651378e-07,4.01768694821443e-08,0,0,1.16430360123753e-08,0.555866439653105,2.73042046902402,4.23584615402522,8.43584581144157,34.6322739198929,0,0,0.0319999873385883,2.20289822267332e-08,0,0.0623999536094043,2.00441994897676e-09,0.399999987338588,0.717600046390596,4.19999999799558,2.6571538021229e-06,7.15268974798248e-07,-6.66965221234232e-07,0,0,0,3.88870084553652e-06,2.6212724218061e-06,4.86145994964344e-06,42.5279542085357,42.5279506154181,0,3.2,1.6,10,5,106.3,53.15
SingleScenario,centralized,1,8,0.42,0,0,0,0,0.86,0,4.9,0,0.340663,0,0,2.30104712256449e-09,9.05092997578826e-09,0.246073096237323,0.320004116923269,0.340662999509915,0,0,0,0,0,0,0.166736091657097,0.161734008907384,1.27071657102168e-08,2.54143314204336e-07,4.06385735522282e-08,0,0,1.18676283053716e-08,0.629466050457622,2.06782463771162,3.93420462001071,8.8342044038755,29.7322741360283,0,0,0.0335999855038886,2.34899866069469e-08,0,0.0687999529627456,2.03776070230154e-09,0.419999985503889,0.791200047037254,4.89999999796224,9.7548214311906e-06,9.53459559447701e-06,8.38708983824407e-06,0,0,0,2.48513089236965e-06,1.67516230522695e-06,4.34379191177404e-06,46.2620835089581,46.2620799760489,0,3.2,1.6,10,5,106.3,53.15
SingleScenario,centralized,1,9,0.5,0,0,0,0,0.83,0,5.6,0,0.693004,0,0,1.16194590666847e-09,1.01115228733151e-08,6.56151582542768e-07,0.320003435843656,0.693003999482474,0,0,0,0,0,0,0.193004650159106,0.187214510654333,1.32145611567069e-08,2.64291223134139e-07,4.09032146203156e-08,0,0,1.12931679162771e-08,0.576385548127739,1.46110301883231,3.643342877938,9.24334265189448,24.132274362072,0,0,0.039999984186192,2.51774511721401e-08,0,0.0663999529727956,2.05819808818225e-09,0.499999984186192,0.763600047027204,5.5999999979418,0.00605892212642169,0.00605905357417905,0.00605812832007145,0,0,0,1.25490157920195e-06,8.45896620054645e-07,4.2692906370552e-06,40.5312839738662,40.5312801144946,0,3.2,1.6,10,5,106.3,53.15
SingleScenario,centralized,1,10,0.54,0,0,0,0,0.75,0,6.3,0,0.934635,0,0,1.13644379332348e-09,9.57938958414868e-09,9.66443231017372e-07,0.320002427635729,0.934634999451135,0,0,0,0,0,0,0.394635962763335,0.382796883880435,1.33807878702442e-08,2.67615757404884e-07,4.0260546068165e-08,0,0,1.09228130003963e-08,0.307203173835709,1.13773126727697,3.40478253792339,9.70478230788832,17.8322745921072,0,0,0.0431999821579712,2.70731321071718e-08,0,0.0599999536674895,2.07219675051059e-09,0.539999982157971,0.69000004633251,6.2999999979278,0.0168930259397317,0.0168931111068111,0.0168922419529977,0,0,0,1.22735929678936e-06,8.27331081539494e-07,4.26790989721898e-06,39.6944540474901,39.6944501805223,0,3.2,1.6,10,5,106.3,53.15
