Scenario,Method,Objective_Yuan,LocalObjective_Yuan,Iterations,FinalPrimalResidual,FinalDualResidual,MaxConsensusP_MW,MaxConsensusQ_MVAr,MaxConsensusCarbon_kg,TotalPVCurt_MWh,TotalWindCurt_MWh,TotalH2Shortage_kg,Part_gridCost,Part_carbonTradingCost,Part_gasCost,Part_gasCarbonCost,Part_pvCurtCost,Part_windCurtCost,Part_h2ShortCost,Part_qSupportCost
S2_Normal_WithStorage_NoCarbon,admm,25247.3766244405,25247.3766244405,28,7.71048327050812e-05,0.00173718976795728,3.25659769211395e-05,2.26329337834619e-05,0,0,3.62091186909549,0,4455.12254597784,0,19303.6234775898,0,0,724.182373819098,0,62.0408272072834
