Scenario,Method,Iteration,PrimalResidual,DualResidual
S2_Normal_WithStorage_NoCarbon,admm,1,2.68626702151458,44.417124923859
S2_Normal_WithStorage_NoCarbon,admm,2,1.48541667346786,17.0213771005175
S2_Normal_WithStorage_NoCarbon,admm,3,0.677698528854375,12.0798540118786
S2_Normal_WithStorage_NoCarbon,admm,4,0.205526920586222,7.62203652674266
S2_Normal_WithStorage_NoCarbon,admm,5,0.077791511545635,4.36308000958477
S2_Normal_WithStorage_NoCarbon,admm,6,0.172204253519868,2.08375772851748
S2_Normal_WithStorage_NoCarbon,admm,7,0.176500849813884,1.12726485117359
S2_Normal_WithStorage_NoCarbon,admm,8,0.136099785692904,1.00257074516912
S2_Normal_WithStorage_NoCarbon,admm,9,0.0934853912488629,0.912960231037147
S2_Normal_WithStorage_NoCarbon,admm,10,0.0600077437024895,0.733286282424302
S2_Normal_WithStorage_NoCarbon,admm,11,0.0396336016746898,0.609263898985119
S2_Normal_WithStorage_NoCarbon,admm,12,0.0144817178744178,0.358355186528129
S2_Normal_WithStorage_NoCarbon,admm,13,0.0214061982445174,0.228605869859103
S2_Normal_WithStorage_NoCarbon,admm,14,0.0115532823452714,0.114987613181682
S2_Normal_WithStorage_NoCarbon,admm,15,0.00873042338990147,0.0716422491094146
S2_Normal_WithStorage_NoCarbon,admm,16,0.00623253924293307,0.0556699403233661
S2_Normal_WithStorage_NoCarbon,admm,17,0.00409938034192801,0.0451946478985071
S2_Normal_WithStorage_NoCarbon,admm,18,0.0024554433746994,0.0354788499949536
S2_Normal_WithStorage_NoCarbon,admm,19,0.00133068496188093,0.0265860139668382
S2_Normal_WithStorage_NoCarbon,admm,20,0.000711110820731036,0.0191303431265801
S2_Normal_WithStorage_NoCarbon,admm,21,0.000512282437785147,0.0134521901458447
S2_Normal_WithStorage_NoCarbon,admm,22,0.000476604370125919,0.0095057895288071
S2_Normal_WithStorage_NoCarbon,admm,23,0.000426186304649722,0.00693518520000946
S2_Normal_WithStorage_NoCarbon,admm,24,0.00034440490506381,0.00525000247659584
S2_Normal_WithStorage_NoCarbon,admm,25,0.00025394555671433,0.00404539491487179
S2_Normal_WithStorage_NoCarbon,admm,26,0.000174024691508872,0.00310231671285588
S2_Normal_WithStorage_NoCarbon,admm,27,0.000114377074103705,0.00234047303525734
S2_Normal_WithStorage_NoCarbon,admm,28,7.71048327050812e-05,0.00173718976795728
