Scenario,Method,TimeSlot,DataSum_Pload,DataSum_Hload,DataSum_H2load,DataSum_Ppv,DataSum_Pwind,DataSum_PcompFixed,Sum_Pgrid,Sum_Pch,Sum_Pdis,Sum_PpvUse,Sum_PpvCurt,Sum_PwindUse,Sum_PwindCurt,Sum_Pchp,Sum_Hchp,Sum_Fgas,Sum_Peb,Sum_Heb,Sum_Pelec,Sum_H2prod,Sum_H2cons_fc,Sum_Pfc,Sum_Pcomp,Sum_Hch,Sum_Hdis,Sum_H2ch,Sum_H2dis,Sum_H2short,Sum_Hdump,Sum_Qpv,Sum_Qes,Sum_QinjLocal,Sum_PinjLocal,Sum_CarbonEmission_kg,Sum_CarbonQuota_kg,Sum_CarbonBuyMarket_kg,Sum_CarbonSellMarket_kg,Sum_CarbonTradeWithCommunities_kg,Sum_CarbonUnusedAllowance_kg,Mean_SOC_e,Mean_SOC_th,Mean_SOC_h2,Mean_V,TotalRenewableAvailable_MW,TotalRenewableUsed_MW,TotalRenewableCurtailment_MW
S2_Normal_WithStorage_NoCarbon,centralized,1,1.37,2.285,7.6,0,0.286379527888359,0,0,0,1.12817717314257,0,0,0.286379527888359,0,0.99,1.27285714285714,2.82857142857143,0.618556701030928,0.6,0.4,8,0,0,0.016,0.0985714285714286,0.510714285714286,4,3.6,0,0,0,0,0,0,947.016406285714,2017.40952245454,0,0,0,7358.96606169699,2.95414836030085,3.85201629072682,30.1333333333333,0,0.286379527888359,0.286379527888359,0
S2_Normal_WithStorage_NoCarbon,centralized,2,1.3,2.23,7.6,0,0.514207995603925,0,0,0,0.894584162053539,0,0,0.514207995603925,0,0.925764543373464,1.19026869862303,2.64504155249561,0.618556701030928,0.6,0.4,8,0,0,0.016,0.108571428571429,0.548302729948403,4,3.6,0,0,0,0,0,0,885.5699100326,1851.43350223987,0,0,0,0,2.64025918063294,3.69401032031886,30.2666666666667,0,0.514207995603925,0.514207995603925,0
S2_Normal_WithStorage_NoCarbon,centralized,3,1.35,2.19,15.2,0,0.596629884103712,0,3.84770405755943,0,0,0,0,0.596629884103712,0,0.790764543373464,1.0166972700516,2.25932726678133,1.98642944797409,1.92683656453487,1.8256433048678,36.5128660973561,0,0,0.0730257321947121,0.753533834586467,0,21.3128660973561,0,0,-5.55111512312578e-17,1.13633373536175,1.13633373536175,0,0,4911.95169133964,2175.21146376019,0,0,0,0,2.64025918063294,3.9326293679379,37.3709553657854,0,0.596629884103712,0.596629884103712,0
S2_Normal_WithStorage_NoCarbon,centralized,4,1.32,2.18,15.2,0,0.185157457746489,0,6.69740158151385,2.41365493000419,0,0,0,0.185157457746489,0,0.771731520070325,0.992226240090418,2.20494720020093,2.02196659226397,1.96130759449605,1.8256433048678,36.5128660973561,0,0,0.0730257321947121,0.773533834586467,0,21.3128660973561,0,0,-5.55111512312578e-17,2.84270313414509,2.84270313414509,0,0,7971.41836536265,2527.60919577475,0,0,0,0,3.40458324180094,4.17758174889029,44.475244064904,0,0.185157457746489,0.185157457746489,0
S2_Normal_WithStorage_NoCarbon,centralized,5,1.39,2.23,17.1,0,0.0858883798631616,0,6.62558940001603,2.151955113922,0,0,0,0.0858883798631616,0,0.771731520070325,0.992226240090418,2.20494720020093,2.042585148965,1.98130759449605,1.8256433048678,36.5128660973561,0,0,0.0730257321947121,0.743533834586467,0,19.4128660973561,0,0,-5.55111512312578e-17,2.86383515261593,2.86383515261593,0,0,7893.861209345,2670.59314276483,0,0,0,0,4.0860356945429,4.41303412984267,50.9461994306894,0,0.0858883798631616,0.0858883798631616,0
S2_Normal_WithStorage_NoCarbon,centralized,6,1.65,2.41,19,0,0.0812069723928077,0,0.0591814671351152,0,1.23584812011523,0,0,0.0812069723928077,0,1.24273152007033,1.59779766866185,3.55066148591522,0.401301413046809,0.389262370655405,0.545833333333333,10.9166666666667,0,0,0.0218333333333333,0.0685714285714287,0.491511389254176,0,8.08333333333333,0,0,0,0,0,0,1252.69087149076,2923.07882404625,0,0,0,0,3.65240477520423,4.26228827897654,48.2517549862449,0,0.0812069723928077,0.0812069723928077,0
S2_Normal_WithStorage_NoCarbon,centralized,7,2,2.685,22.8,0,0.0301728583511295,0,0,0,1.5956233892734,0,0,0.0301728583511295,0,1.34317183208894,1.72693521268578,3.83763380596841,0.401301413046809,0.389262370655405,0.545833333333333,10.9166666666667,0,0,0.0218333333333333,0,0.56880241665881,0,11.8833333333333,0,5.55111512312578e-17,0,0,0,0,1284.85430449401,3342.74757947976,0,0,0,0,3.09253691931882,4.06270848365766,44.2906438751338,0,0.0301728583511295,0.0301728583511295,0
S2_Normal_WithStorage_NoCarbon,centralized,8,2.56,3.015,26.6,0,0.965646515614945,0,0,0,1.3200805518622,0,0,0.965646515614945,0,1.34317183208894,1.72693521268578,3.83763380596841,0.501232232899426,0.486195265912443,0.545833333333333,10.9166666666667,0,0,0.0218333333333333,0,0.801869521401773,0,15.6833333333333,0,-5.55111512312578e-17,0,0,0,0,1284.85430449401,3348.92775198282,0,0,0,0,2.62935076077068,3.78135075685002,39.0628660973561,0,0.965646515614945,0.965646515614945,0
S2_Normal_WithStorage_NoCarbon,centralized,9,2.81,3.23,30.4,0.882678055627816,2.20613179011129,0,0,0,0.692390429184514,0.882678055627816,0,2.20613179011129,0,1.2106148517977,1.55650480945419,3.45889957656486,1.36193565381745,1.32107758420292,0.788345647022951,15.766912940459,0,0,0.031533825880918,0,0.352417606342892,0,14.633087059541,0,-5.55111512312578e-17,0,0,0,0,1158.05265287431,2296.40966815638,0,0,0,0,2.3864067505305,3.65769545637883,34.1851704108424,0,3.0888098457391,3.0888098457391,0
S2_Normal_WithStorage_NoCarbon,centralized,10,2.99,3.36,34.2,1.78508140950646,1.55526355036916,0,0,0,0.465876542689809,1.78508140950646,0,1.55526355036916,0,1.11727441480008,1.43649567617153,3.19221261371452,1.36193565381745,1.32107758420292,0.549577176488525,10.9915435297705,0,0,0.021983087059541,0,0.602426739625544,0,23.2084564702295,0,2.22044604925031e-16,0,0,0,0,1068.7648496353,2390.89170694205,0,0,0,0,2.22294129695513,3.44631765300144,26.4490182540992,0,3.34034495987562,3.34034495987562,0
S2_Normal_WithStorage_NoCarbon,centralized,11,3.26,3.43,38,2.83612798082368,1.39797575599208,0,0,0,0.578275793686824,2.83612798082368,0,1.39797575599208,0,0.675,0.867857142857143,1.92857142857143,1.65581926695452,1.60614468894588,0.549577176488525,10.9915435297705,0,0,0.021983087059541,0,0.955998168196973,0,27.0084564702295,0,-2.77555756156289e-16,0.0289335393236439,0.0289335393236439,0,0,645.693004285714,2235.15204133791,0,0,0,0,2.02003750969659,3.11087969924812,17.4461994306894,0,4.23410373681576,4.23410373681576,0
S2_Normal_WithStorage_NoCarbon,centralized,12,3.29,3.47,38,4.7337685313909,2.13226089815937,0,0,0,0,4.7337685313909,0,2.13226089815937,0,0.54,0.694285714285714,1.54285714285714,2.25367320291972,2.18606300683212,1.79072714099092,35.8145428198184,0,0,0.0716290856396369,0.0517772925464114,0.641428571428571,2.15314111188661,4.33859829206818,0,-4.44089209850063e-16,0.0461280658918868,0.0461280658918868,0,0,516.554403428572,1049.47149715204,0,0,0,0,2.02003750969659,2.90221318524621,16.7177137039622,0,6.86602942955028,6.86602942955028,0
S2_Normal_WithStorage_NoCarbon,centralized,13,3.26,3.47,38,7.23753542021206,3.26811328105857,0,0,2.28011291918356,0,7.23753542021206,0,3.26811328105857,0,0.54,0.694285714285714,1.54285714285714,3.18160103092783,3.086153,2.23455264534542,44.6910529069083,0,0,0.0893821058138166,0.535714285714286,0.225275571428572,10.6910529069083,4,0,5.55111512312578e-17,0.0565848321530692,0.0565848321530692,0,0,516.554403428572,773.210774458933,0,0,0,0,2.74207326743805,2.9928119822387,18.9480646729316,0,10.5056487012706,10.5056487012706,0
S2_Normal_WithStorage_NoCarbon,centralized,14,3.29,3.46,38,7.90189517504483,4.27372675146741,0,0,3.57323435163044,0,7.90189517504483,0,3.92687495867267,0.346851792794738,0.54,0.694285714285714,1.54285714285714,3.18160103092783,3.086153,2.23455264534542,44.6910529069083,0,0,0.0893821058138166,0.565714285714286,0.245275571428572,10.6910529069083,4,0,2.22044604925031e-16,0.0501009749786159,0.0501009749786159,0,0,516.554403428572,607.339416024647,0,0,0,0,3.87359747878769,3.08589323537153,21.1784156419011,0,12.1756219265122,11.8287701337175,0.346851792794738
S2_Normal_WithStorage_NoCarbon,centralized,15,3.1,3.46,36.1,9.01617474943792,4.60780097167109,0,0,2.43664268537622,0,9.01617474943792,0,1.48600371802536,3.12179725364573,0.54,0.694285714285714,1.54285714285714,3.18160103092783,3.086153,2.23455264534542,44.6910529069083,0,0,0.0893821058138166,0.575714285714286,0.255275571428572,11.5910529069083,3,0,5.55111512312578e-17,0.0331419945668334,0.0331419945668334,0,0,516.554403428572,585.428323885714,0,0,0,0,4.64520099582349,3.1786323832412,24.0420999442038,0,13.623975721109,10.5021784674633,3.12179725364573
S2_Normal_WithStorage_NoCarbon,centralized,16,3.08,3.45,36.1,7.96783807654061,2.2463776881979,0,0,2.16867998265144,0,7.96783807654061,0,2.2463776881979,0,0.54,0.694285714285714,1.54285714285714,3.18160103092783,3.086153,2.23455264534542,44.6910529069083,0,0,0.0893821058138166,0.565714285714285,0.235275571428572,11.5910529069083,3,0,5.55111512312578e-17,0.0289668983490147,0.0289668983490147,0,0,516.554403428572,731.785404857143,0,0,0,0,5.33194965699645,3.27522240830386,26.9057842465066,0,10.2142157647385,10.2142157647385,0
S2_Normal_WithStorage_NoCarbon,centralized,17,3.24,3.44,34.2,7.22071005645925,0.292378182183845,0,0,0.596082760549025,1.288530303993,7.22071005645925,0,0.292378182183845,0,0.54,0.694285714285714,1.54285714285714,3.18160103092783,3.086153,2.23455264534542,44.6910529069083,0,0,0.0893821058138166,0.525714285714286,0.185275571428572,12.4910529069083,2,0,0,0.0452188215562544,0.0452188215562544,0,0,516.554403428572,1003.49031264118,0,0,0,0,5.06859330169908,3.37668962634897,30.4028018821427,0,7.5130882386431,7.5130882386431,0
S2_Normal_WithStorage_NoCarbon,centralized,18,3.33,3.39,32.3,4.47433042843815,0.0121675654704514,0,0,0,2.36423036363896,4.47433042843815,0,0.0121675654704514,0,0.576,0.740571428571429,1.64571428571429,2.36712545116182,2.29611168762697,1.66307971767859,33.2615943535719,0,0,0.0665231887071438,0.221825973341253,0.575142857142857,4.7915943535719,3.83,0,-1.11022302462516e-16,0.0574644756221107,0.0574644756221107,0,0,550.991363657143,2216.21723637407,0,0,0,0,4.23903878814155,3.24513000662884,30.7233333333333,0,4.4864979939086,4.4864979939086,0
S2_Normal_WithStorage_NoCarbon,centralized,19,3.56,3.27,30.4,2.46544424742343,0.360883710600495,0,0,0,1.96504881179821,2.46544424742343,0,0.360883710600495,0,1.02,1.31142857142857,2.91428571428571,1.1339834364888,1.09996393339414,1.07441666666667,21.4883333333333,0,0,0.0429766666666667,0,0.858607495177291,0,8.91166666666667,0,3.88578058618805e-16,0.0357436293907093,0.0357436293907093,0,0,975.713873142857,3172.34559955265,0,0,0,0,3.54954797698428,2.94386421884733,27.7527777777778,0,2.82632795802392,2.82632795802392,0
S2_Normal_WithStorage_NoCarbon,centralized,20,3.52,3.1,26.6,0.184355204532185,3.30625834843548,0,0,1.21888583937636,1.14449464962324,0.184355204532185,0,3.30625834843548,0,1.44137351012978,1.853194513024,4.11821002894222,0.220202540010998,0.213596463810668,1.07441666666667,21.4883333333333,0,0,0.0429766666666667,0.0825714285714285,1.11578045173676,2,7.11166666666666,0,-6.10622663543836e-16,0,0,0,0,1378.79228452377,2743.50009600095,0,0,0,0,3.53395142274355,2.57850992500486,26.0488888888889,0,3.49061355296766,3.49061355296766,0
S2_Normal_WithStorage_NoCarbon,centralized,21,3.14,2.92,22.8,0,4.45220715233622,0,0,1.21803677857441,0.894051989452744,0,0,4.45220715233622,0,1.54937351012978,1.99205165588114,4.42678145751365,1.420202540011,1.37759646381067,1.07441666666667,21.4883333333333,0,0,0.0429766666666667,0.469648119691812,0.0199999999999992,4,5.31166666666666,0,-4.44089209850063e-16,0,0,0,0,1482.10316520948,2392.38203960381,0,0,0,0,3.60596061685256,2.72021428571429,25.6116666666667,0,4.45220715233622,4.45220715233622,0
S2_Normal_WithStorage_NoCarbon,centralized,22,2.84,2.72,19,0,4.01978130884229,0,0,0.267781308842296,0.712814876050682,0,0,4.01978130884229,0,1.54937351012978,1.99205165588114,4.42678145751365,2.05679505284713,1.99509120126171,1.07441666666667,21.4883333333333,0,0,0.0429766666666667,1.26714285714286,0,6,3.51166666666666,0,1.11022302462516e-16,0,0,0,0,1482.10316520948,2177.68671504762,0,0,0,0,3.44064754849448,3.12147619047619,26.4411111111111,0,4.01978130884229,4.01978130884229,0
