scenario_id,timestamp,node_22_wind,node_25_wind,node_18_PV,node_33_PV
178,2023-04-12 00:00:00,0.03288918733596802,0.031764918162540706,0.0,0.0
178,2023-04-12 00:15:00,0.020500391721725464,0.022958011230947022,0.0,0.0
178,2023-04-12 00:30:00,0.06190595030784607,0.07112559048775766,0.0,0.0
178,2023-04-12 00:45:00,0.10907512903213501,0.09225893334454349,0.0,0.0
178,2023-04-12 01:00:00,0.22902360558509827,0.21094967588907007,0.0,0.0
178,2023-04-12 01:15:00,0.7930942475795746,0.7590993060288593,0.0,0.0
178,2023-04-12 01:30:00,0.8430490791797638,0.8267679928305078,0.0,0.0
178,2023-04-12 01:45:00,0.786707729101181,0.8210670203785342,0.0,0.0
178,2023-04-12 02:00:00,0.6043403223156929,0.6119614518888914,0.0,0.0
178,2023-04-12 02:15:00,0.5232566222548485,0.4472328428789336,0.0,0.0
178,2023-04-12 02:30:00,0.5623796880245209,0.5953555778205639,0.0,0.0
178,2023-04-12 02:45:00,0.5421698540449142,0.47139243103985795,0.0,0.0
178,2023-04-12 03:00:00,0.5058913407847285,0.5549543691449931,0.0,0.0
178,2023-04-12 03:15:00,0.45837561413645744,0.4638618507466106,0.0,0.0
178,2023-04-12 03:30:00,0.37636417150497437,0.3176047061034616,0.0,0.0
178,2023-04-12 03:45:00,0.39229536801576614,0.43116095068320076,0.0,0.0
178,2023-04-12 04:00:00,0.4097221866250038,0.42659904161028245,0.0,0.0
178,2023-04-12 04:15:00,0.4058820903301239,0.47941116776951687,0.0,0.0
178,2023-04-12 04:30:00,0.403584286570549,0.3977821508817123,0.0,0.0
178,2023-04-12 04:45:00,0.41809121519327164,0.37722555974794697,0.0,0.0
178,2023-04-12 05:00:00,0.42227791994810104,0.4795631435549809,0.0,0.0
178,2023-04-12 05:15:00,0.44759300351142883,0.4136474513181218,0.0,0.0
178,2023-04-12 05:30:00,0.5238597393035889,0.5007990013930972,0.0,0.0
178,2023-04-12 05:45:00,0.4982264768332243,0.5124747590976467,0.0,0.0
178,2023-04-12 06:00:00,0.49227469600737095,0.44697535113805126,0.0,0.0
178,2023-04-12 06:15:00,0.44631539285182953,0.46076228367714284,0.0,0.0
178,2023-04-12 06:30:00,0.37014932930469513,0.411470008971265,0.0,0.0
178,2023-04-12 06:45:00,0.3262937068939209,0.32329272047348234,0.0,0.0
178,2023-04-12 07:00:00,0.2618369907140732,0.26616310656023373,0.0,0.0
178,2023-04-12 07:15:00,0.39012837409973145,0.3410248893235712,0.0,0.0
178,2023-04-12 07:30:00,0.5717873871326447,0.5474212250367334,0.0,0.0
178,2023-04-12 07:45:00,0.7178987860679626,0.6724475645007868,0.0,0.0
178,2023-04-12 08:00:00,0.774036318063736,0.7417400738002121,0.029411229897418855,0.02879774751838689
178,2023-04-12 08:15:00,0.7839747071266174,0.7912015099371995,0.0409822111572285,0.03978015906852202
178,2023-04-12 08:30:00,0.8181782960891724,0.8440818040388874,0.04769672158377537,0.04807037423963765
178,2023-04-12 08:45:00,0.7633839249610901,0.7889131620776342,0.06435225264939871,0.06530557248869437
178,2023-04-12 09:00:00,0.6575914323329926,0.7023953346770293,0.07036190423466789,0.07281594840188532
178,2023-04-12 09:15:00,0.5614662915468216,0.5590727022798434,0.08447610017582188,0.08574321593789783
178,2023-04-12 09:30:00,0.5427205711603165,0.5436350187856777,0.10172546079162818,0.1025768573699803
178,2023-04-12 09:45:00,0.5931179970502853,0.6680502899614764,0.1121076034901698,0.10826461525794519
178,2023-04-12 10:00:00,0.5788086280226707,0.5607583727896057,0.11263174254778094,0.10921170599298452
178,2023-04-12 10:15:00,0.5625995099544525,0.5666139133167791,0.12909029461997223,0.12257945634449918
178,2023-04-12 10:30:00,0.5563448071479797,0.48513174236212997,0.14551134148955241,0.1474190531840855
178,2023-04-12 10:45:00,0.5323536172509193,0.4542739906007649,0.17733618648244417,0.18171571671390863
178,2023-04-12 11:00:00,0.5348941087722778,0.625963492995294,0.18954110818268732,0.19146240980121998
178,2023-04-12 11:15:00,0.5314056873321533,0.6164412433531319,0.219698698422969,0.2133546261519817
178,2023-04-12 11:30:00,0.5381775945425034,0.45966481099279377,0.24478060428297332,0.23297119032596733
178,2023-04-12 11:45:00,0.6241565197706223,0.6609909454059678,0.2901371632956119,0.29430638600333303
178,2023-04-12 12:00:00,0.737800806760788,0.7492328559101699,0.3007617009957685,0.30943703403306344
178,2023-04-12 12:15:00,0.8044754862785339,0.8393061330124637,0.34460423194049966,0.3531753941644996
178,2023-04-12 12:30:00,0.8591387271881104,0.8673644535286151,0.38271381232697305,0.3819261944556681
178,2023-04-12 12:45:00,0.8047333061695099,0.7740230026147219,0.42486151100140535,0.4189519858467656
178,2023-04-12 13:00:00,0.808958113193512,0.8202720025784664,0.4452552940260821,0.42443803019032783
178,2023-04-12 13:15:00,0.8326519727706909,0.8600839846362975,0.4188442187743247,0.37911078288912126
178,2023-04-12 13:30:00,0.839508980512619,0.8332370593758284,0.3725826873369576,0.34785624160635553
178,2023-04-12 13:45:00,0.8520058691501617,0.871346730068966,0.40525933709604256,0.38575969059277826
178,2023-04-12 14:00:00,0.839422881603241,0.8182701277127444,0.4860624413705917,0.4606769335594378
178,2023-04-12 14:15:00,0.7356303334236145,0.6937061058732836,0.47753142991115266,0.43324960670621815
178,2023-04-12 14:30:00,0.6642860770225525,0.6377609745206521,0.4423843225389663,0.40818927256498183
178,2023-04-12 14:45:00,0.6801042258739471,0.7069357001980953,0.4290442937881654,0.4052048071067137
178,2023-04-12 15:00:00,0.7094700187444687,0.7557553963063737,0.4229589224934344,0.3941531689273087
178,2023-04-12 15:15:00,0.7256369143724442,0.759618876725826,0.41459449459832687,0.38214939771230877
178,2023-04-12 15:30:00,0.6607304960489273,0.6989600720338669,0.45855583576824316,0.4175066395354461
178,2023-04-12 15:45:00,0.62922602891922,0.6232496677720651,0.38487954039464994,0.3584144628116777
178,2023-04-12 16:00:00,0.5683187171816826,0.6285369235524061,0.42267698626532485,0.4066119057936466
178,2023-04-12 16:15:00,0.5564502030611038,0.5532187232803946,0.3479412629004955,0.35730574509992014
178,2023-04-12 16:30:00,0.5120453331619501,0.5698055261943643,0.33978379054010766,0.3551354481524995
178,2023-04-12 16:45:00,0.5100021082907915,0.5988296699575733,0.3436556473170576,0.35870110799056537
178,2023-04-12 17:00:00,0.6089202016592026,0.6260179870306102,0.2931576533197753,0.2942290694068408
178,2023-04-12 17:15:00,0.39680221676826477,0.43577618099620047,0.23628996227674157,0.23146005646959772
178,2023-04-12 17:30:00,0.46330611035227776,0.4747490649062474,0.19526959984103182,0.18029529952652046
178,2023-04-12 17:45:00,0.45757152512669563,0.4309747456280026,0.18789380759388588,0.17444242785908856
