Scenario,Method,Bus,TimeSlot,Voltage_pu,VoltageSq
Cloudy_MidWind,admm,1,1,1.05,1.1025
Cloudy_MidWind,admm,1,2,1.05,1.1025
Cloudy_MidWind,admm,1,3,1.05,1.1025
Cloudy_MidWind,admm,1,4,1.05,1.1025
Cloudy_MidWind,admm,1,5,1.05,1.1025
Cloudy_MidWind,admm,1,6,1.05,1.1025
Cloudy_MidWind,admm,1,7,1.05,1.1025
Cloudy_MidWind,admm,1,8,1.05,1.1025
Cloudy_MidWind,admm,1,9,1.05,1.1025
Cloudy_MidWind,admm,1,10,1.05,1.1025
Cloudy_MidWind,admm,1,11,1.05,1.1025
Cloudy_MidWind,admm,1,12,1.05,1.1025
Cloudy_MidWind,admm,1,13,1.05,1.1025
Cloudy_MidWind,admm,1,14,1.05,1.1025
Cloudy_MidWind,admm,1,15,1.05,1.1025
Cloudy_MidWind,admm,1,16,1.05,1.1025
Cloudy_MidWind,admm,1,17,1.05,1.1025
Cloudy_MidWind,admm,1,18,1.05,1.1025
Cloudy_MidWind,admm,1,19,1.05,1.1025
Cloudy_MidWind,admm,1,20,1.05,1.1025
Cloudy_MidWind,admm,1,21,1.05,1.1025
Cloudy_MidWind,admm,1,22,1.05,1.1025
Cloudy_MidWind,admm,1,23,1.05,1.1025
Cloudy_MidWind,admm,1,24,1.05,1.1025
Cloudy_MidWind,admm,2,1,1.04864261038,1.0996513243
Cloudy_MidWind,admm,2,2,1.04820333433,1.0987302301
Cloudy_MidWind,admm,2,3,1.04670315047,1.0955874852
Cloudy_MidWind,admm,2,4,1.04669611277,1.0955727525
Cloudy_MidWind,admm,2,5,1.04669910437,1.0955790151
Cloudy_MidWind,admm,2,6,1.04835108397,1.09903999526
Cloudy_MidWind,admm,2,7,1.04822306805,1.09877160039
Cloudy_MidWind,admm,2,8,1.04796615306,1.09823305796
Cloudy_MidWind,admm,2,9,1.04779315651,1.09787049883
Cloudy_MidWind,admm,2,10,1.04769230458,1.09765916507
Cloudy_MidWind,admm,2,11,1.04763724983,1.09754380724
Cloudy_MidWind,admm,2,12,1.04761185784,1.09749060468
Cloudy_MidWind,admm,2,13,1.04759048765,1.09744582981
Cloudy_MidWind,admm,2,14,1.04760573358,1.09747777302
Cloudy_MidWind,admm,2,15,1.04763694249,1.09754316326
Cloudy_MidWind,admm,2,16,1.04757334204,1.09740990695
Cloudy_MidWind,admm,2,17,1.04758696916,1.09743845795
Cloudy_MidWind,admm,2,18,1.04754380118,1.09734801538
Cloudy_MidWind,admm,2,19,1.04757901707,1.09742179701
Cloudy_MidWind,admm,2,20,1.04769895749,1.09767310552
Cloudy_MidWind,admm,2,21,1.04787533966,1.09804272747
Cloudy_MidWind,admm,2,22,1.04807463025,1.09846043058
Cloudy_MidWind,admm,2,23,1.04830777506,1.09894919124
Cloudy_MidWind,admm,2,24,1.04850481689,1.09936235103
Cloudy_MidWind,admm,3,1,1.04230182106,1.08639308619
Cloudy_MidWind,admm,3,2,1.03945883467,1.08047466898
Cloudy_MidWind,admm,3,3,1.02979489874,1.06047753348
Cloudy_MidWind,admm,3,4,1.02973239731,1.06034881007
Cloudy_MidWind,admm,3,5,1.02978589374,1.06045898695
Cloudy_MidWind,admm,3,6,1.04054020267,1.08272391338
Cloudy_MidWind,admm,3,7,1.03990801657,1.08140868293
Cloudy_MidWind,admm,3,8,1.03843301227,1.07834312096
Cloudy_MidWind,admm,3,9,1.0374433434,1.07628869076
Cloudy_MidWind,admm,3,10,1.03686467967,1.07508836396
Cloudy_MidWind,admm,3,11,1.03654557796,1.07442673518
Cloudy_MidWind,admm,3,12,1.03639968754,1.07412431234
Cloudy_MidWind,admm,3,13,1.03627956777,1.07387534257
Cloudy_MidWind,admm,3,14,1.03636042326,1.07404292689
Cloudy_MidWind,admm,3,15,1.03654360774,1.07442265075
Cloudy_MidWind,admm,3,16,1.03613583352,1.0735774655
Cloudy_MidWind,admm,3,17,1.03625700776,1.07382858614
Cloudy_MidWind,admm,3,18,1.03601398821,1.07332498376
Cloudy_MidWind,admm,3,19,1.03620601873,1.07372291326
Cloudy_MidWind,admm,3,20,1.03689043049,1.07514176484
Cloudy_MidWind,admm,3,21,1.03790220699,1.07724099127
Cloudy_MidWind,admm,3,22,1.03904290473,1.07961015788
Cloudy_MidWind,admm,3,23,1.04038213822,1.08239499353
Cloudy_MidWind,admm,3,24,1.04150628604,1.08473534387
Cloudy_MidWind,admm,4,1,1.03913302787,1.07979744962
Cloudy_MidWind,admm,4,2,1.03443364352,1.07005296284
Cloudy_MidWind,admm,4,3,1.01856969092,1.03748421527
Cloudy_MidWind,admm,4,4,1.01843648926,1.03721288265
Cloudy_MidWind,admm,4,5,1.01858537753,1.03751617133
Cloudy_MidWind,admm,4,6,1.03643911121,1.07420603125
Cloudy_MidWind,admm,4,7,1.03573718623,1.07275151894
Cloudy_MidWind,admm,4,8,1.03362942081,1.06838977956
Cloudy_MidWind,admm,4,9,1.03222343342,1.06548521649
Cloudy_MidWind,admm,4,10,1.03139837724,1.06378261256
Cloudy_MidWind,admm,4,11,1.03093715198,1.06283141132
Cloudy_MidWind,admm,4,12,1.03072884665,1.06240195531
Cloudy_MidWind,admm,4,13,1.03056265031,1.06205937622
Cloudy_MidWind,admm,4,14,1.03066467877,1.06226968006
Cloudy_MidWind,admm,4,15,1.03093393237,1.06282477292
Cloudy_MidWind,admm,4,16,1.03026748897,1.06145109882
Cloudy_MidWind,admm,4,17,1.03052578002,1.06198338328
Cloudy_MidWind,admm,4,18,1.030188828,1.06128902133
Cloudy_MidWind,admm,4,19,1.03044244567,1.06181163384
Cloudy_MidWind,admm,4,20,1.03141036198,1.0638073348
Cloudy_MidWind,admm,4,21,1.03285270242,1.06678470489
Cloudy_MidWind,admm,4,22,1.03447510223,1.07013873714
Cloudy_MidWind,admm,4,23,1.03639098979,1.07410628372
Cloudy_MidWind,admm,4,24,1.03798529906,1.07741348107
Cloudy_MidWind,admm,5,1,1.03602977178,1.07335768801
Cloudy_MidWind,admm,5,2,1.02937557354,1.0596140714
Cloudy_MidWind,admm,5,3,1.0069498874,1.01394807574
Cloudy_MidWind,admm,5,4,1.00673760539,1.01352060611
Cloudy_MidWind,admm,5,5,1.00699566144,1.01404026216
Cloudy_MidWind,admm,5,6,1.03238103313,1.06581059757
Cloudy_MidWind,admm,5,7,1.03164679047,1.06429510028
Cloudy_MidWind,admm,5,8,1.02891210894,1.05866012792
Cloudy_MidWind,admm,5,9,1.02709486204,1.05492385562
Cloudy_MidWind,admm,5,10,1.02602574105,1.0527288213
Cloudy_MidWind,admm,5,11,1.0254225389,1.05149138329
Cloudy_MidWind,admm,5,12,1.02515232785,1.05093729531
