Scenario,Method,Iteration,PrimalResidual,DualResidual
Sunny_LowWind,admm,1,0.995605532005083,1
Sunny_LowWind,admm,2,0.306116111484859,0.444358033314366
Sunny_LowWind,admm,3,0.255108863158024,0.26334196355256
Sunny_LowWind,admm,4,0.0644800294654289,0.18566478175039
Sunny_LowWind,admm,5,0.0657751557573782,0.127373632977755
Sunny_LowWind,admm,6,0.0708290171291853,0.0775996414835262
Sunny_LowWind,admm,7,0.0544757134439912,0.062295758869293
Sunny_LowWind,admm,8,0.0499435217315437,0.0588808226220613
Sunny_LowWind,admm,9,0.0464940828414322,0.0554391441536919
Sunny_LowWind,admm,10,0.0435381672132276,0.0518673329386946
Sunny_LowWind,admm,11,0.0272911559084316,0.0493131040032079
Sunny_LowWind,admm,12,0.0223182017463011,0.0468506067492057
Sunny_LowWind,admm,13,0.0207599937173639,0.0426396758269337
Sunny_LowWind,admm,14,0.01997415949341,0.0373200604622178
Sunny_LowWind,admm,15,0.0215903438644918,0.0279784515038417
Sunny_LowWind,admm,16,0.0223090544992252,0.0231697477644352
Sunny_LowWind,admm,17,0.0176192315342992,0.0220425299156174
Sunny_LowWind,admm,18,0.0170717023018936,0.0191650623336129
Sunny_LowWind,admm,19,0.0160586579168694,0.0150086683388372
Sunny_LowWind,admm,20,0.0140924123333244,0.0151985340275453
Sunny_LowWind,admm,21,0.0123297886519089,0.0150116966725308
Sunny_LowWind,admm,22,0.0104659647925699,0.0146049800851998
Sunny_LowWind,admm,23,0.00889955726838891,0.0142084882316719
Sunny_LowWind,admm,24,0.000876996818653311,0.0129952947429011
Sunny_LowWind,admm,25,0.000578492813213531,0.00976070396743853
Sunny_LowWind,admm,26,0.000445240547693054,0.00838651303336338
Sunny_LowWind,admm,27,7.33672958972675e-05,0.00822240970035667
Sunny_LowWind,admm,28,0.000333248388164852,0.00804087509519719
Sunny_LowWind,admm,29,0.000240186288601923,0.00790946559139965
Sunny_LowWind,admm,30,1.94358476219014e-05,0.00771747155940237
Sunny_LowWind,admm,31,6.33847286821236e-05,0.00756592494995303
Sunny_LowWind,admm,32,7.48510433573767e-05,0.00743359308298104
Sunny_LowWind,admm,33,3.28807230869419e-05,0.00727130835237449
Sunny_LowWind,admm,34,1.72787772457766e-05,0.00712796646815114
Sunny_LowWind,admm,35,1.82048738716271e-05,0.00698779417849058
Sunny_LowWind,admm,36,1.96591089279618e-05,0.00685071209771404
Sunny_LowWind,admm,37,2.08207810306817e-05,0.00671663013615025
Sunny_LowWind,admm,38,4.26085556958979e-05,0.00659722891878921
Sunny_LowWind,admm,39,0.000449815799363664,0.00625566333794013
Sunny_LowWind,admm,40,0.000990594081652002,0.00594512074258534
Sunny_LowWind,admm,41,0.000850849867373025,0.00580734205269972
Sunny_LowWind,admm,42,0.000405227176561021,0.00572267117400217
Sunny_LowWind,admm,43,8.25172651946706e-05,0.0210580303321341
Sunny_LowWind,admm,44,0.0002525591727603,0.00546273173805397
Sunny_LowWind,admm,45,0.000273540376575902,0.0053444780026139
Sunny_LowWind,admm,46,0.000201908274551114,0.00524747298267525
Sunny_LowWind,admm,47,0.000127802289263699,0.00515175892495084
Sunny_LowWind,admm,48,0.000150804588476393,0.00505657005429273
Sunny_LowWind,admm,49,0.000129251712886285,0.00988958084354764
Sunny_LowWind,admm,50,0.000152753690837695,0.00486110804415154
