Scenario,Method,Objective_Yuan,LocalObjective_Yuan,Iterations,FinalPrimalResidual,FinalDualResidual,MaxConsensusP_MW,MaxConsensusQ_MVAr,MaxConsensusCarbon_kg,TotalPVCurt_MWh,TotalWindCurt_MWh,TotalH2Shortage_kg,TotalPdrShiftDeviation_MWh,TotalElectricCurtailmentDR_MWh,TotalHeatCurtailmentDR_MWh,TotalHydrogenCurtailmentDR_kg,Part_gridCost,Part_carbonTradingCost,Part_gasCost,Part_gasCarbonCost,Part_pvCurtCost,Part_windCurtCost,Part_h2ShortCost,Part_demandResponseCost,Part_qSupportCost
Rainy_LowWind,centralized,55591.8366012866,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.91299893423769e-09,5.25560939527384e-09,4.97839304840012e-08,2.88161683657399,0.714400251064786,2.36700007592993,1.46034312903691e-07,16710.7101044437,1777.35484676994,34800.8733150549,0,1.35998975487467e-06,1.05112187905477e-06,1.49351791452004e-05,1479.08488303256,211.588314398653
