Scenario,Method,Objective_Yuan,LocalObjective_Yuan,Iterations,FinalPrimalResidual,FinalDualResidual,MaxConsensusP_MW,MaxConsensusQ_MVAr,MaxConsensusCarbon_kg,TotalPVCurt_MWh,TotalWindCurt_MWh,TotalH2Shortage_kg,TotalPdrShiftDeviation_MWh,TotalElectricCurtailmentDR_MWh,TotalHeatCurtailmentDR_MWh,TotalHydrogenCurtailmentDR_kg,Part_gridCost,Part_carbonTradingCost,Part_gasCost,Part_gasCarbonCost,Part_pvCurtCost,Part_windCurtCost,Part_h2ShortCost,Part_demandResponseCost,Part_qSupportCost
Cloudy_MidWind,admm,32778.1711383988,32778.1711383988,44,2.39988867838031e-05,0.00496158271701596,0.000122364172982614,9.93393970771805e-05,0.00588062536643007,9.14604343649206e-10,0.160659526304388,1.27261454439002e-09,0.544000027394335,1.2007832163355e-09,1.00860000188774,3.62210125776611e-09,5692.77426599604,748.153146440822,25187.0802347259,0,2.10358999039317e-07,32.1319052608775,3.81784363317006e-07,405.028003028275,92.4676511873959
