Scenario,Method,Bus,TimeSlot,Voltage_pu,VoltageSq
Sunny_HighWind,admm,1,1,1.05,1.1025
Sunny_HighWind,admm,1,2,1.05,1.1025
Sunny_HighWind,admm,1,3,1.05,1.1025
Sunny_HighWind,admm,1,4,1.05,1.1025
Sunny_HighWind,admm,1,5,1.05,1.1025
Sunny_HighWind,admm,1,6,1.05,1.1025
Sunny_HighWind,admm,1,7,1.05,1.1025
Sunny_HighWind,admm,1,8,1.05,1.1025
Sunny_HighWind,admm,1,9,1.05,1.1025
Sunny_HighWind,admm,1,10,1.05,1.1025
Sunny_HighWind,admm,1,11,1.05,1.1025
Sunny_HighWind,admm,1,12,1.05,1.1025
Sunny_HighWind,admm,1,13,1.05,1.1025
Sunny_HighWind,admm,1,14,1.05,1.1025
Sunny_HighWind,admm,1,15,1.05,1.1025
Sunny_HighWind,admm,1,16,1.05,1.1025
Sunny_HighWind,admm,1,17,1.05,1.1025
Sunny_HighWind,admm,1,18,1.05,1.1025
Sunny_HighWind,admm,1,19,1.05,1.1025
Sunny_HighWind,admm,1,20,1.05,1.1025
Sunny_HighWind,admm,1,21,1.05,1.1025
Sunny_HighWind,admm,1,22,1.05,1.1025
Sunny_HighWind,admm,1,23,1.05,1.1025
Sunny_HighWind,admm,1,24,1.05,1.1025
Sunny_HighWind,admm,2,1,1.0486217587,1.09960759281
Sunny_HighWind,admm,2,2,1.0486719022,1.09971275847
Sunny_HighWind,admm,2,3,1.04722832526,1.09668716523
Sunny_HighWind,admm,2,4,1.04720926168,1.09664723775
Sunny_HighWind,admm,2,5,1.04717076035,1.09656660133
Sunny_HighWind,admm,2,6,1.04846933718,1.09928795102
Sunny_HighWind,admm,2,7,1.04819332436,1.09870924524
Sunny_HighWind,admm,2,8,1.04792792308,1.09815293196
Sunny_HighWind,admm,2,9,1.04775091417,1.09778197814
Sunny_HighWind,admm,2,10,1.0476470481,1.09756433739
Sunny_HighWind,admm,2,11,1.04758546989,1.09743531672
Sunny_HighWind,admm,2,12,1.04755945788,1.0973808178
Sunny_HighWind,admm,2,13,1.04753705142,1.09733387409
Sunny_HighWind,admm,2,14,1.04755820679,1.09737819661
Sunny_HighWind,admm,2,15,1.04759230643,1.0974496405
Sunny_HighWind,admm,2,16,1.04759445536,1.0974541429
Sunny_HighWind,admm,2,17,1.04754137029,1.09734292247
Sunny_HighWind,admm,2,18,1.0474927964,1.09724115851
Sunny_HighWind,admm,2,19,1.04752910932,1.09731723487
Sunny_HighWind,admm,2,20,1.04765367372,1.09757822006
Sunny_HighWind,admm,2,21,1.04783261194,1.09795318264
Sunny_HighWind,admm,2,22,1.04803545375,1.09837831231
Sunny_HighWind,admm,2,23,1.04827639204,1.09888339412
Sunny_HighWind,admm,2,24,1.04847727254,1.09930459104
Sunny_HighWind,admm,3,1,1.04216875643,1.08611571688
Sunny_HighWind,admm,3,2,1.04245513152,1.08671270123
Sunny_HighWind,admm,3,3,1.03318519202,1.06747164101
Sunny_HighWind,admm,3,4,1.03304318806,1.0671782284
Sunny_HighWind,admm,3,5,1.03283000941,1.06673782833
Sunny_HighWind,admm,3,6,1.04129653557,1.08429847499
Sunny_HighWind,admm,3,7,1.03971784252,1.08101319205
Sunny_HighWind,admm,3,8,1.03818828617,1.07783491753
Sunny_HighWind,admm,3,9,1.03717271636,1.07572724356
Sunny_HighWind,admm,3,10,1.03657460628,1.07448691439
Sunny_HighWind,admm,3,11,1.03621360167,1.07373862828
Sunny_HighWind,admm,3,12,1.03606369651,1.07342798322
