Scenario,Method,Iteration,PrimalResidual,DualResidual
Cloudy_MidWind,admm,1,0.969478062449443,1
Cloudy_MidWind,admm,2,0.340607517371488,0.320468068929128
Cloudy_MidWind,admm,3,0.204412640397047,0.203870169439558
Cloudy_MidWind,admm,4,0.0686054367233489,0.150290361909905
Cloudy_MidWind,admm,5,0.0458974556264987,0.124335561073401
Cloudy_MidWind,admm,6,0.0459187845188501,0.10498834657326
Cloudy_MidWind,admm,7,0.0216559073938833,0.09025592539259
Cloudy_MidWind,admm,8,0.0225918141815903,0.0845674512938145
Cloudy_MidWind,admm,9,0.0329361288967583,0.075988678124004
Cloudy_MidWind,admm,10,0.0107650114668736,0.0596866771171398
Cloudy_MidWind,admm,11,0.00708307546854265,0.0534248321729251
Cloudy_MidWind,admm,12,0.00262846259767971,0.05042949602859
Cloudy_MidWind,admm,13,0.00581221592164764,0.0461957915840558
Cloudy_MidWind,admm,14,0.00694077774942373,0.0423831626339965
Cloudy_MidWind,admm,15,0.0120823998628676,0.0322960528369412
Cloudy_MidWind,admm,16,0.00283327637513533,0.0311243020113408
Cloudy_MidWind,admm,17,0.000855877828847804,0.0299413063345259
Cloudy_MidWind,admm,18,0.00133263903699644,0.0287372427969065
Cloudy_MidWind,admm,19,0.00113303037699988,0.0276506693472037
Cloudy_MidWind,admm,20,0.000434121713869396,0.0267159863273651
Cloudy_MidWind,admm,21,0.000179837899114574,0.0258152656535674
Cloudy_MidWind,admm,22,0.000281649040358813,0.0249903048793243
Cloudy_MidWind,admm,23,0.000191527148488224,0.0241388491948456
Cloudy_MidWind,admm,24,0.000639408781133657,0.0231400382525922
Cloudy_MidWind,admm,25,0.00222861468102955,0.0218356395086899
Cloudy_MidWind,admm,26,0.00957615596997042,0.0183002198939631
Cloudy_MidWind,admm,27,0.00496961119978514,0.0172559789234055
Cloudy_MidWind,admm,28,0.00579382802651547,0.016120691671502
Cloudy_MidWind,admm,29,0.00732646914901223,0.0133776041513366
Cloudy_MidWind,admm,30,0.00747592525416506,0.0120758206889446
Cloudy_MidWind,admm,31,0.00667629519866119,0.0116906914275352
Cloudy_MidWind,admm,32,0.00704207152481956,0.0112030722964402
Cloudy_MidWind,admm,33,0.00730414722176948,0.0107845213829254
Cloudy_MidWind,admm,34,0.00739513737784786,0.0104376754824894
Cloudy_MidWind,admm,35,0.00854708328873848,0.00693696679152047
Cloudy_MidWind,admm,36,0.00858154979725387,0.00510309214304026
Cloudy_MidWind,admm,37,0.00729158657452376,0.00510360213818818
Cloudy_MidWind,admm,38,0.00664145365158754,0.00521013999456622
Cloudy_MidWind,admm,39,0.00474368968975596,0.00537101002155003
Cloudy_MidWind,admm,40,0.000265580994796449,0.00519691552309084
Cloudy_MidWind,admm,41,0.000120043748587486,0.0051102411081882
Cloudy_MidWind,admm,42,4.53667835181457e-05,0.00502702419503622
Cloudy_MidWind,admm,43,3.22416265767379e-05,0.00494773375106018
