Scenario,Method,DDREScenarioId,Node,TimeSlot,VoltageSquared,VoltagePU
S4_DDRE_079,centralized-multi-energy-pq,79,23,1,1.08177573263585,1.0400844834127
S4_DDRE_079,centralized-multi-energy-pq,79,24,1,1.07452250631819,1.03659177418991
S4_DDRE_079,centralized-multi-energy-pq,79,25,1,1.07091294378964,1.03484923722716
S4_DDRE_079,centralized-multi-energy-pq,79,26,1,1.0526989651384,1.02601119152688
S4_DDRE_079,centralized-multi-energy-pq,79,27,1,1.05090160058236,1.02513491823387
S4_DDRE_079,centralized-multi-energy-pq,79,28,1,1.04348458242026,1.02151093113107
S4_DDRE_079,centralized-multi-energy-pq,79,29,1,1.03831416302038,1.01897701790589
S4_DDRE_079,centralized-multi-energy-pq,79,30,1,1.0361630917392,1.01792096536971
S4_DDRE_079,centralized-multi-energy-pq,79,31,1,1.03189010595721,1.01581991807466
S4_DDRE_079,centralized-multi-energy-pq,79,32,1,1.03095021791436,1.01535718735545
S4_DDRE_079,centralized-multi-energy-pq,79,33,1,1.03065904346236,1.0152137919977
S4_DDRE_079,centralized-multi-energy-pq,79,1,2,1.1025,1.05
S4_DDRE_079,centralized-multi-energy-pq,79,2,2,1.09945235221258,1.04854773482783
S4_DDRE_079,centralized-multi-energy-pq,79,3,2,1.08506026513719,1.04166226058987
S4_DDRE_079,centralized-multi-energy-pq,79,4,2,1.07750693506281,1.03803031509817
S4_DDRE_079,centralized-multi-energy-pq,79,5,2,1.07005465740465,1.03443446259521
S4_DDRE_079,centralized-multi-energy-pq,79,6,2,1.05123995371766,1.02529993354026
S4_DDRE_079,centralized-multi-energy-pq,79,7,2,1.04538921661549,1.02244276935948
S4_DDRE_079,centralized-multi-energy-pq,79,8,2,1.04029265332463,1.0199473777233
S4_DDRE_079,centralized-multi-energy-pq,79,9,2,1.03204482638845,1.01589607066296
S4_DDRE_079,centralized-multi-energy-pq,79,10,2,1.02426929342157,1.01206190197121
S4_DDRE_079,centralized-multi-energy-pq,79,11,2,1.02328881848416,1.01157739124803
S4_DDRE_079,centralized-multi-energy-pq,79,12,2,1.02156009414614,1.01072256042207
S4_DDRE_079,centralized-multi-energy-pq,79,13,2,1.0120287387532,1.00599639102394
S4_DDRE_079,centralized-multi-energy-pq,79,14,2,1.00741700399423,1.00370165088747
S4_DDRE_079,centralized-multi-energy-pq,79,15,2,1.00438886036377,1.00219202768919
S4_DDRE_079,centralized-multi-energy-pq,79,16,2,1.00142731919033,1.00071340512173
S4_DDRE_079,centralized-multi-energy-pq,79,17,2,0.993691774158744,0.996840897113849
S4_DDRE_079,centralized-multi-energy-pq,79,18,2,0.991362934336669,0.995672101816993
S4_DDRE_079,centralized-multi-energy-pq,79,19,2,1.09888578811923,1.04827753391897
S4_DDRE_079,centralized-multi-energy-pq,79,20,2,1.09505311140487,1.04644785412598
S4_DDRE_079,centralized-multi-energy-pq,79,21,2,1.09429853266675,1.04608724906996
S4_DDRE_079,centralized-multi-energy-pq,79,22,2,1.09361598061266,1.04576095768233
S4_DDRE_079,centralized-multi-energy-pq,79,23,2,1.08129787660145,1.03985473822138
S4_DDRE_079,centralized-multi-energy-pq,79,24,2,1.07430369408084,1.03648622474244
S4_DDRE_079,centralized-multi-energy-pq,79,25,2,1.07082304449974,1.03480580037983
S4_DDRE_079,centralized-multi-energy-pq,79,26,2,1.04951721543162,1.02445947476297
S4_DDRE_079,centralized-multi-energy-pq,79,27,2,1.04724486424668,1.0233498249605
S4_DDRE_079,centralized-multi-energy-pq,79,28,2,1.03809335239892,1.01886866297817
S4_DDRE_079,centralized-multi-energy-pq,79,29,2,1.03158905664004,1.01567172680943
