Scenario,Method,Community,TimeSlot,Data_Pload,Data_Hload,Data_H2load,Data_Ppv,Data_Pwind,Data_PcompFixed,Pgrid,Pch,Pdis,SOC_e,PpvUse,PpvCurt,PwindUse,PwindCurt,Pchp,Hchp,Fgas,Peb,Heb,Pelec,H2prod,H2cons_fc,Pfc,Pcomp,Hch,Hdis,SOC_th,H2ch,H2dis,SOC_h2,H2short,Hdump,Qpv,Qes,QinjLocal,PinjLocal,V,CarbonEmission_kg,CarbonQuota_kg,CarbonBuyMarket_kg,CarbonSellMarket_kg,CarbonTradeWithCommunities_kg,CarbonUnusedAllowance_kg,Data_Emax,Data_SOC0_e,Data_EthMax,Data_SOC0_th,Data_EH2Max,Data_SOC0_h2
Sunny_HighWind,admm,1,1,0.231,0.65625,1.4,0,0,0,0,0,0.880484536082474,2.82317417254476,0,0,0,0,0,0,0,0.649484536082474,0.63,0,0,0,0,0,0,0.0262500000000001,4.97236842105263,0,1.4,18.6,0,0,0.000124052605308514,0.000124052605308514,0.0466584453958379,0,0,0,457.03258980345,0,0,-5.12448256819072e-08,0,7.5,3.75,10,5,40,20
Sunny_HighWind,admm,1,2,0.21,0.6405,1.4,0,0,0,0,0,0.859484536082474,1.91845360824742,0,0,0,0,0,0,0,0.649484536082474,0.63,0,0,0,0,0,0,0.0105,4.96131578947368,0,1.4,17.2,0,0,0.000112775091607009,0.000112775091607009,0.0424167685499269,0,0,0,525.854565675169,0,0,0,0,7.5,3.75,10,5,40,20
Sunny_HighWind,admm,1,3,0.294,0.63,2.8,0,0,0,1.31008453608247,0,0,1.91845360824742,0,0,0,0,0,0,0,0.649484536082474,0.63,0.3525,7.05,0,0,0.0141,0,0,4.96131578947368,4.25,0,21.45,0,0,0.197758136940518,0.197758136940518,-0.335365827654639,1.31008453608247,0,1414.89129896907,632.124824083679,0,0,0,0,7.5,3.75,10,5,40,20
Sunny_HighWind,admm,1,4,0.2835,0.6195,2.8,0,0,0,1.44215979381443,0,0,1.91845360824742,0,0,0,0,0,0,0,0.638659793814433,0.6195,0.5,10,0,0,0.02,0,0,4.96131578947368,7.2,0,28.65,0,0,0.510241799680495,0.510241799680495,-0.962276469071251,1.44215979381443,0,1557.53257731959,616.600411712545,0,0,0,0,7.5,3.75,10,5,40,20
Sunny_HighWind,admm,1,5,0.3045,0.6405,3.15,0,0,0,1.48480927835052,0,0,1.91845360824742,0,0,0,0,0,0,0,0.660309278350515,0.6405,0.5,10,0,0,0.02,0,0,4.96131578947368,6.85,0,35.5,0,0,0.565047916713315,0.565047916713315,-1.06762447126358,1.48480927835052,0,1603.59402061856,660.898565675169,0,0,0,0,7.5,3.75,10,5,40,20
Sunny_HighWind,admm,1,6,0.399,0.7245,3.5,0,0,0,0,0,0.28136252245915,1.62228253197463,0,0,0,0,0.336,0.432,0.96,0.21836252245915,0.211811646785375,0,0,0,0,0,0,0.0806883532146244,4.87638068082671,0,3.5,32,0,0,0.000214257571313486,0.000214257571313486,0.0805918904503407,0,0,321.4116288,734.316612862196,0,0,0,0,7.5,3.75,10,5,40,20
Sunny_HighWind,admm,1,7,0.42,0.819,4.2,0,0,0,0,0,0.166104914403331,1.44743525365534,0,0,0,0,0.472257608055819,0.607188353214625,1.34930745158805,0.21836252245915,0.211811646785375,0,0,0,0,0,0,0,4.87638068082671,0,4.2,27.8,0,0,0.000225535108107116,0.000225535108107116,0.0848335672500675,0,0,451.753235173848,691.60779688,0,0,0,0,7.5,3.75,10,5,40,20
Sunny_HighWind,admm,1,8,0.441,0.903,4.9,0,0,0,0,0,0.241228625743537,1.19351038445161,0,0,0,0,0.472257608055819,0.607188353214625,1.34930745158805,0.272486233799356,0.264311646785375,0,0,0,0,0,0,0.0315000000000002,4.84322278608987,0,4.9,22.9,0,1.11022302462516e-16,0.00023681266200575,0.00023681266200575,0.0890752440155843,0,0,451.753235173848,758.372389202006,0,1981.96964386416,0,0,7.5,3.75,10,5,40,20
Sunny_HighWind,admm,1,9,0.525,0.8715,5.6,0.325228625743537,0,0,0,0,0,1.19351038445161,0.325228625743537,0,0,0,0.472257608055819,0.607188353214625,1.34930745158805,0.272486233799356,0.264311646785375,0,0,0,0,0,0,0,4.84322278608987,0,5.6,17.3,0,0,0.000281922819954921,0.000281922819954921,0.106041951192942,0,0,451.753235173848,661.526617727031,0,0,0,0,7.5,3.75,10,5,40,20
Sunny_HighWind,admm,1,10,0.567,0.7875,6.3,0.658499365145417,0,0,0,0,0,1.19351038445161,0.658499365145417,0,0,0,0.309766897445384,0.398271725286923,0.885048278415384,0.401266262590801,0.389228274713077,0,0,0,0,0,0,0,4.84322278608987,0,6.3,11,0,-5.55111512312578e-17,0.0110542599565571,0.0110542599565571,0.0930257406663661,0,0,296.317509095963,516.460094819798,0,0,0,0,7.5,3.75,10,5,40,20
Sunny_HighWind,admm,1,11,0.63,0.714,7,1.04597492533715,0,0,0,0,0.276808579817494,0.902132932012147,1.04597492533715,0,0,0,0,0,0,0.692783505154639,0.672,0,0,0,0,0,0,0.042,4.79901225977408,0,7,4,0,0,0.0225479768713442,0.0225479768713442,0.0828310024567342,0,0,0,363.257365360954,0,0,0,0,7.5,3.75,10,5,40,20
Sunny_HighWind,admm,1,12,0.609,0.672,7,1.74480537356999,0,0,0,0,0,0.902132932012147,1.74480537356999,0,0,0,0,0,0,0.692783505154639,0.672,0.42598256578399,8.5196513156798,0,0,0.0170393026313596,0,0,4.79901225977408,1.5196513156798,0,5.5196513156798,0,0,0.0272407821458265,0.0272407821458265,0.069726417718659,0,0,0,57.9464717898939,0,0,0,0,7.5,3.75,10,5,40,20
Sunny_HighWind,admm,1,13,0.588,0.6405,7,2.66611773995559,0,0,0,0.645692322522859,0,1.51554063840886,2.66611773995559,0,0,0,0,0,0,0.751013113361044,0.728482719960213,0.655204138530468,13.1040827706094,0,0,0.0262081655412187,0.0879827199602126,0,4.88259584373628,6.10408277060936,0,11.6237340862892,0,0,0.0300784235464325,0.0300784235464325,0.0600803066572485,0,0,0,0,0,0,0,0,7.5,3.75,10,5,40,20
Sunny_HighWind,admm,1,14,0.5775,0.63,7,2.91411182572913,0,0,0,0.904186408296398,0,2.37451772629044,2.91411182572913,0,0,0,0,0,0,0.751013113361044,0.728482719960213,0.655204138530468,13.1040827706094,0,0,0.0262081655412187,0.0984827199602125,0,4.97615442769848,6.10408277060936,0,17.7278168568985,0,0,0.0285560863905115,0.0285560863905115,0.0609928650324334,0,0,0,0,0,0,0,0,7.5,3.75,10,5,40,20
Sunny_HighWind,admm,1,15,0.588,0.6405,6.65,3.32215390346533,0,0,0,1.3017284860326,0,3.61115978802141,3.32215390346533,0,0,0,0,0,0,0.751013113361044,0.728482719960213,0.655204138530468,13.1040827706094,0,0,0.0262081655412187,0.0879827199602126,0,5.05973801166068,6.45408277060936,0,24.1818996275079,0,0,0.0289660675168354,0.0289660675168354,0.0623050187164426,0,0,0,0,0,0,0,0,7.5,3.75,10,5,40,20
Sunny_HighWind,admm,1,16,0.63,0.672,6.65,2.93487198051069,0,0,0,0.872446563077963,0,4.43998402294548,2.93487198051069,0,0,0,0,0,0,0.751013113361044,0.728482719960213,0.655204138530468,13.1040827706094,0,0,0.0262081655412187,0.0564827199602125,0,5.11339659562289,6.45408277060936,0,30.6359823981172,0,0,0.022549868589948,0.022549868589948,0.0836658803168456,0,0,0,0,0,0,0,0,7.5,3.75,10,5,40,20
Sunny_HighWind,admm,1,17,0.714,0.735,6.3,2.65971664582246,0,0,0,0.581455771761664,0,4.99236700611906,2.65971664582246,0,0,0,0,0,0,0.757731958762887,0.735,0.583200880094139,11.6640176018828,0,0,0.0233280352037656,0,0,5.11339659562289,5.36401760188278,0,36,0,0,0.0270405582354099,0.0270405582354099,0.0916492643483797,0,0,0,0,0,0,0,0,7.5,3.75,10,5,40,20
Sunny_HighWind,admm,1,18,0.819,0.8295,5.95,1.64962503298683,0,0,0,0,0,4.99236700611906,1.64962503298683,0,0,0,0,0,0,0.744096117688926,0.721773234158258,0.0832008800941387,1.66401760188277,0,0,0.00332803520376555,0,0.107726765841742,5,0,4.28598239811722,31.7140176018828,0,0,0.0304595463683415,0.0304595463683415,0.105492447449087,0,0,0,286.209402788571,0,0,0,0,7.5,3.75,10,5,40,20
Sunny_HighWind,admm,1,19,0.903,0.9135,5.6,0.907353142198031,0,0,0,0,0.242567525677193,4.73703276856412,0.907353142198031,0,0,0,0.336,0.432,0.96,0.49639175257732,0.4815,0.0832008800941387,1.66401760188277,0,0,0.00332803520376555,0,0,5,0,3.93598239811722,27.7780352037656,0,0,0.0245683043406609,0.0245683043406609,0.134331858997704,0,0,321.4116288,611.221782071334,0,0,0,0,7.5,3.75,10,5,40,20
Sunny_HighWind,admm,1,20,0.966,0.9765,4.9,0.0679446939655345,0,0,0,0,0.428563602775669,4.28591318669499,0.0679446939655345,0,0,0,0.672,0.864,1.92,0.115979381443299,0.1125,0.0832008800941387,1.66401760188277,0,0,0.00332803520376555,0,0,5,0,3.23598239811722,24.5420528056483,0,0,0.00994306180965023,0.00994306180965023,0.176375039679668,0,0,642.8232576,1114.25346245554,0,0,0,0,7.5,3.75,10,5,40,20
