Scenario,Method,Community,TimeSlot,Data_Pload,Data_Hload,Data_H2load,Data_Ppv,Data_Pwind,Data_PcompFixed,Pgrid,Pch,Pdis,SOC_e,PpvUse,PpvCurt,PwindUse,PwindCurt,Pchp,Hchp,Fgas,Peb,Heb,Pelec,H2prod,H2cons_fc,Pfc,Pcomp,Hch,Hdis,SOC_th,H2ch,H2dis,SOC_h2,H2short,Hdump,Qpv,Qes,QinjLocal,PinjLocal,V,CarbonEmission_kg,CarbonQuota_kg,CarbonBuyMarket_kg,CarbonSellMarket_kg,CarbonTradeWithCommunities_kg,CarbonUnusedAllowance_kg,Data_Emax,Data_SOC0_e,Data_EthMax,Data_SOC0_th,Data_EH2Max,Data_SOC0_h2
Sunny_LowWind,admm,1,1,0.231,0.65625,1.4,0,0,0,0,0,0.880484536082474,2.82317417254476,0,0,0,0,0,0,0,0.649484536082474,0.63,0,0,0,0,0,0,0.02625,4.97236842105263,0,1.4,18.6,0,0,2.02835990176543e-05,2.02835990176543e-05,0.0468659834084197,0,0,0,457.03258980345,0,0,-3.54612738283138e-06,0,7.5,3.75,10,5,40,20
Sunny_LowWind,admm,1,2,0.21,0.6405,1.4,0,0,0,0,0,0.859484536082474,1.91845360824742,0,0,0,0,0,0,0,0.649484536082474,0.63,0,0,0,0,0,0,0.0105,4.96131578947368,0,1.4,17.2,0,0,1.84396335996123e-05,1.84396335996123e-05,0.0426054394659416,0,0,0,525.854565675169,0,0,0,0,7.5,3.75,10,5,40,20
Sunny_LowWind,admm,1,3,0.294,0.63,2.8,0,0,0,1.31008453608247,0,0,1.91845360824742,0,0,0,0,0,0,0,0.649484536082474,0.63,0.3525,7.05,0,0,0.0141,0,0,4.96131578947368,4.25,0,21.45,0,0,0.355032385672603,0.355032385672603,-0.649914325118809,1.31008453608247,0,1414.89129896907,632.124824083679,0,0,0,0,7.5,3.75,10,5,40,20
Sunny_LowWind,admm,1,4,0.2835,0.6195,2.8,0,0,0,1.44215979381443,0,0,1.91845360824742,0,0,0,0,0,0,0,0.638659793814433,0.6195,0.5,10,0,0,0.02,0,0,4.96131578947368,7.2,0,28.65,0,0,0.858584796334402,0.858584796334402,-1.65896246237906,1.44215979381443,0,1557.53257731959,616.600411712545,0,0,0,0,7.5,3.75,10,5,40,20
Sunny_LowWind,admm,1,5,0.3045,0.6405,3.15,0,0,0,1.48480927835052,0,0,1.91845360824742,0,0,0,0,0,0,0,0.660309278350515,0.6405,0.5,10,0,0,0.02,0,0,4.96131578947368,6.85,0,35.5,0,0,0.859119992395115,0.859119992395115,-1.65576862262718,1.48480927835052,0,1603.59402061856,660.898565675169,0,0,0,0,7.5,3.75,10,5,40,20
Sunny_LowWind,admm,1,6,0.399,0.7245,3.5,0,0,0,0,0,0.28136252245915,1.62228253197463,0,0,0,0,0.336,0.432,0.96,0.21836252245915,0.211811646785375,0,0,0,0,0,0,0.0806883532146244,4.87638068082671,0,3.5,32,0,0,3.50310386577138e-05,3.50310386577138e-05,0.0809503435156522,0,0,321.4116288,734.316612862196,0,0,0,0,7.5,3.75,10,5,40,20
Sunny_LowWind,admm,1,7,0.42,0.819,4.2,0,0,0,0,0,0.166104914403331,1.44743525365534,0,0,0,0,0.472257608055819,0.607188353214625,1.34930745158805,0.21836252245915,0.211811646785375,0,0,0,0,0,0,0,4.87638068082671,0,4.2,27.8,0,0,3.68750151868436e-05,3.68750151868436e-05,0.0852108874359081,0,0,451.753235173848,691.60779688,0,0,0,0,7.5,3.75,10,5,40,20
Sunny_LowWind,admm,1,8,0.441,0.903,4.9,0,0,0,0,0,0.241228625743537,1.19351038445161,0,0,0,0,0.472257608055819,0.607188353214625,1.34930745158805,0.272486233799356,0.264311646785375,0,0,0,0,0,0,0.0315000000000002,4.84322278608987,0,4.9,22.9,0,1.11022302462516e-16,3.87190005993049e-05,3.87190005993049e-05,0.0894714313383972,0,0,451.753235173848,758.372389202006,0,1981.96964039348,0,0,7.5,3.75,10,5,40,20
Sunny_LowWind,admm,1,9,0.525,0.8715,5.6,0.325228625743537,0,0,0,0,0,1.19351038445161,0.325228625743537,0,0,0,0.472257608055819,0.607188353214625,1.34930745158805,0.272486233799356,0.264311646785375,0,0,0,0,0,0,0,4.84322278608987,0,5.6,17.3,0,0,4.6094924697461e-05,4.6094924697461e-05,0.106513606983457,0,0,451.753235173848,661.526617727031,0,0,0,0,7.5,3.75,10,5,40,20
Sunny_LowWind,admm,1,10,0.567,0.7875,6.3,0.658499365145417,0,0,0,0,0,1.19351038445161,0.658499365145417,0,0,0,0.309766897445384,0.398271725286923,0.885048278415384,0.401266262590801,0.389228274713077,0,0,0,0,0,0,0,4.84322278608987,0,6.3,11,0,-5.55111512312578e-17,0.0113748112991481,0.0113748112991481,0.0923846379811843,0,0,296.317509095963,516.460094819798,0,0,0,0,7.5,3.75,10,5,40,20
