Scenario,Method,Iteration,PrimalResidual,DualResidual
Rainy_HighWind,admm,1,0.865195902233909,123.576144248147
Rainy_HighWind,admm,2,0.496154824804652,59.2328206100874
Rainy_HighWind,admm,3,0.0586590659402944,39.4433566448392
Rainy_HighWind,admm,4,0.148590406648286,36.0724320070902
Rainy_HighWind,admm,5,0.0905953219964979,29.1025903588389
Rainy_HighWind,admm,6,0.125234692610888,23.1470780924744
Rainy_HighWind,admm,7,0.204740530668619,16.4479218827166
Rainy_HighWind,admm,8,0.114214517261136,14.3909764938961
Rainy_HighWind,admm,9,0.0444777288595,12.4017909517531
Rainy_HighWind,admm,10,0.0934078747313257,7.83557271603671
Rainy_HighWind,admm,11,0.0841266600121395,6.39899437888027
Rainy_HighWind,admm,12,0.0541361137881281,6.08710013653539
Rainy_HighWind,admm,13,0.0227977381387789,5.77068623266712
Rainy_HighWind,admm,14,0.00433255189199558,5.25502909658317
Rainy_HighWind,admm,15,0.0164919243506642,4.68870097998197
Rainy_HighWind,admm,16,0.0334369665421368,5.57870365514488
Rainy_HighWind,admm,17,0.0247876459902784,3.82039618896624
Rainy_HighWind,admm,18,0.0221282208664584,3.30920976831726
Rainy_HighWind,admm,19,0.0142949716176167,2.92147979164624
Rainy_HighWind,admm,20,0.0321302831851381,4.94317712015354
Rainy_HighWind,admm,21,0.00740177033504204,2.59465972565083
Rainy_HighWind,admm,22,0.0162016002120296,1.99956911126204
Rainy_HighWind,admm,23,0.0104095280395233,1.86688930111354
Rainy_HighWind,admm,24,0.00248297034119471,1.72510004031888
Rainy_HighWind,admm,25,0.00229730387513687,1.37469720183419
Rainy_HighWind,admm,26,0.00762268490178409,0.967332188837081
Rainy_HighWind,admm,27,0.00775370000822579,0.805843562316602
Rainy_HighWind,admm,28,0.00703256128906569,0.663231390404713
Rainy_HighWind,admm,29,0.00383131702473492,0.613240620691731
Rainy_HighWind,admm,30,0.001567090261351,0.565326685446046
Rainy_HighWind,admm,31,0.000920700633765844,0.507036396058838
Rainy_HighWind,admm,32,0.00155719577516494,0.450974080905539
Rainy_HighWind,admm,33,0.00162676206300311,0.405734544886923
Rainy_HighWind,admm,34,0.00123189367275843,0.369825558234837
Rainy_HighWind,admm,35,0.000672914819520278,0.338413497309606
Rainy_HighWind,admm,36,0.000250493520940721,0.307628394434547
Rainy_HighWind,admm,37,0.000310870292746099,0.279046986128641
Rainy_HighWind,admm,38,0.000410095045899008,0.253287852036384
Rainy_HighWind,admm,39,0.000372730722498752,0.230549912353028
Rainy_HighWind,admm,40,0.000252198125961103,0.210274712866549
Rainy_HighWind,admm,41,0.000119526422570154,0.191846746836505
Rainy_HighWind,admm,42,5.98402538817792e-05,0.174990597142996
Rainy_HighWind,admm,43,9.44972875007176e-05,0.159733646872407
Rainy_HighWind,admm,44,0.00010594723737509,0.145856272046681
Rainy_HighWind,admm,45,8.68493894122277e-05,0.133431814757873
Rainy_HighWind,admm,46,5.40396014100756e-05,0.122231994439076
Rainy_HighWind,admm,47,2.32086541908978e-05,0.11211840204251
Rainy_HighWind,admm,48,2.94179903618489e-05,0.102997021337627
Rainy_HighWind,admm,49,4.27512680934757e-05,0.0948319230361786
Rainy_HighWind,admm,50,3.83295181209465e-05,0.0874460742090354
Rainy_HighWind,admm,51,3.36621091018066e-05,0.0808755314794081
Rainy_HighWind,admm,52,2.7861228196604e-05,0.0751474693526664
Rainy_HighWind,admm,53,2.47458023136983e-05,0.0699348611918521
Rainy_HighWind,admm,54,2.33060347599694e-05,0.0651481160936527
Rainy_HighWind,admm,55,2.22597316170057e-05,0.0610577214083348
Rainy_HighWind,admm,56,2.08194421660665e-05,0.0574579258191771
Rainy_HighWind,admm,57,1.90526663272803e-05,0.0543025819871036
Rainy_HighWind,admm,58,1.76490543710529e-05,0.0515484560199483
Rainy_HighWind,admm,59,1.66543637481544e-05,0.0491551710595679
