Scenario,Method,Objective_Yuan,LocalObjective_Yuan,Iterations,FinalPrimalResidual,FinalDualResidual,MaxConsensusP_MW,MaxConsensusQ_MVAr,MaxConsensusCarbon_kg,TotalPVCurt_MWh,TotalWindCurt_MWh,TotalH2Shortage_kg,Part_gridCost,Part_carbonTradingCost,Part_gasCost,Part_gasCarbonCost,Part_pvCurtCost,Part_windCurtCost,Part_h2ShortCost,Part_qSupportCost
Rainy_LowWind,admm,28848.069120693,28848.069120693,81,4.90329889109339e-05,0.047644557147216,2.482336000309e-05,1.91268696814184e-05,5.71910599954373e-09,0,0.518194668112217,0,4469.72357448831,-465.797113007243,23882.2615509273,0,0,103.638933622443,0,93.9111065579375
