Scenario,Method,Community,TimeSlot,Data_Pload,Data_Hload,Data_H2load,Data_Ppv,Data_Pwind,Data_PcompFixed,Pgrid,Pch,Pdis,SOC_e,PpvUse,PpvCurt,PwindUse,PwindCurt,Pchp,Hchp,Fgas,Peb,Heb,Pelec,H2prod,H2cons_fc,Pfc,Pcomp,Hch,Hdis,SOC_th,H2ch,H2dis,SOC_h2,H2short,Hdump,Qpv,Qes,QinjLocal,PinjLocal,V,CarbonEmission_kg,CarbonQuota_kg,CarbonBuyMarket_kg,CarbonSellMarket_kg,CarbonTradeWithCommunities_kg,CarbonUnusedAllowance_kg,Data_Emax,Data_SOC0_e,Data_EthMax,Data_SOC0_th,Data_EH2Max,Data_SOC0_h2
Sunny_LowWind,centralized,1,1,0.231,0.65625,1.4,0,0,0,0,0,0.880484536082474,2.82317417254476,0,0,0,0,0,0,0,0.649484536082474,0.63,0,0,0,0,0,0,0.02625,4.97236842105263,0,1.4,18.6,0,0,0,0,0,0,0,0,457.03258980345,0,0,7412.32034849398,-5.07043296238407e-11,7.5,3.75,10,5,40,20
Sunny_LowWind,centralized,1,2,0.21,0.6405,1.4,0,0,0,0,0,0.859484536082474,1.91845360824742,0,0,0,0,0,0,0,0.649484536082474,0.63,0,0,0,0,0,0,0.0105,4.96131578947368,0,1.4,17.2,0,0,0,0,0,0,0,0,525.854565675169,0,0,0,0,7.5,3.75,10,5,40,20
Sunny_LowWind,centralized,1,3,0.294,0.63,2.8,0,0,0,1.54472621310847,0.132375010359334,0,2.04420986808879,0,0,0,0,0,0,0,0.649484536082474,0.63,0.450833333333333,9.01666666666666,0,0,0.0180333333333333,0,0,4.96131578947368,6.21666666666666,0,23.4166666666667,0,0,0.443683602626322,0.443683602626322,0,0,0,1668.30431015715,632.124824083679,0,0,0,0,7.5,3.75,10,5,40,20
Sunny_LowWind,centralized,1,4,0.2835,0.6195,2.8,0,0,0,2.31655484265927,0.914703639910126,0,2.91317832600341,0,0,0,0,0,0,0,0.649484536082474,0.63,0.450833333333333,9.01666666666666,0,0,0.0180333333333333,0.0105000000000001,0,4.97129078947368,6.21666666666666,0,29.6333333333333,0,0,1.13261068122466,1.13261068122466,0,0,0,2501.87923007201,616.600411712545,0,0,0,0,7.5,3.75,10,5,40,20
Sunny_LowWind,centralized,1,5,0.3045,0.6405,3.15,0,0,0,2.3036603594511,0.869984414433921,0,3.73966351971566,0,0,0,0,0,0,0,0.660309278350515,0.6405,0.450833333333333,9.01666666666666,0,0,0.0180333333333333,0,0,4.97129078947368,5.86666666666666,0,35.5,0,0,1.13928715263871,1.13928715263871,0,0,0,2487.95318820719,660.898565675169,0,0,0,0,7.5,3.75,10,5,40,20
Sunny_LowWind,centralized,1,6,0.399,0.7245,3.5,0,0,0,0,0,0.693381666923766,3.00978808084854,0,0,0,0,0,0,0,0.294381666923766,0.285550216916053,0,0,0,0,0,0,0.438949783083947,4.50923838622742,0,3.5,32,0,0,0,0,0,0,0,0,734.316612862196,0,0,0,0,7.5,3.75,10,5,40,20
Sunny_LowWind,centralized,1,7,0.42,0.819,4.2,0,0,0,0,0,0.714381666923766,2.25780737882352,0,0,0,0,0,0,0,0.294381666923766,0.285550216916053,0,0,0,0,0,0,0.533449783083947,3.94771229877064,0,4.2,27.8,0,0,0,0,0,0,0,0,691.60779688,0,0,0,0,7.5,3.75,10,5,40,20
Sunny_LowWind,centralized,1,8,0.441,0.903,4.9,0,0,0,0,0,0.735381666923766,1.48372141364061,0,0,0,0,0,0,0,0.294381666923766,0.285550216916053,0,0,0,0,0,0,0.617449783083947,3.29776515868227,0,4.9,22.9,0,0,0,0,0,0,0,0,758.372389202006,0,0,0,0,7.5,3.75,10,5,40,20
Sunny_LowWind,centralized,1,9,0.525,0.8715,5.6,0.325228625743537,0,0,0,0,0.494153041180229,0.96356031766142,0.325228625743537,0,0,0,0,0,0,0.294381666923766,0.285550216916053,0,0,0,0,0,0,0.585949783083948,2.68097591333075,0,5.6,17.3,0,2.22044604925031e-16,0,0,0,0,0,0,661.526617727031,0,0,0,0,7.5,3.75,10,5,40,20
Sunny_LowWind,centralized,1,10,0.567,0.7875,6.3,0.658499365145417,0,0,0,0,0.202882301778349,0.75,0.658499365145417,0,0,0,0,0,0,0.294381666923766,0.285550216916053,0,0,0,0,0,0,0.501949783083947,2.1526077206108,0,6.3,11,0,0,0.0114351776859815,0.0114351776859815,0,0,0,0,516.460094819798,0,0,0,0,7.5,3.75,10,5,40,20
Sunny_LowWind,centralized,1,11,0.63,0.714,7,1.04597492533715,0,0,0,0,0,0.75,1.04597492533715,0,0,0,0,0,0,0.415974925337145,0.403495677577031,0,0,0,0,0,0,0.310504322422969,1.82576106542873,0,7,4,0,0,0.0229354207424942,0.0229354207424942,0,0,0,0,363.257365360954,0,0,0,0,7.5,3.75,10,5,40,20
Sunny_LowWind,centralized,1,12,0.609,0.672,7,1.74480537356999,0,0,0,0,0,0.75,1.74480537356999,0,0,0,0,0,0,0.692783505154639,0.672,0.42598256578399,8.51965131567979,0,0,0.0170393026313596,0,0,1.82576106542873,1.51965131567979,0,5.51965131567979,0,2.22044604925031e-16,0.0276470135805767,0.0276470135805767,0,0,0,0,57.9464717898939,0,0,0,0,7.5,3.75,10,5,40,20
Sunny_LowWind,centralized,1,13,0.588,0.6405,7,2.66611773995559,0,0,0,0.288322268227371,0,1.023906154816,2.66611773995559,0,0,0,0,0,0,1.20284336073445,1.16675805991242,0.564377029801698,11.287540596034,0,0,0.0225750811920679,0.526258059912419,0,2.32570622234553,4.28754059603396,0,9.80719191171375,0,0,0.0304923663202985,0.0304923663202985,0,0,0,0,0,0,7949.44140899924,0,0,7.5,3.75,10,5,40,20
Sunny_LowWind,centralized,1,14,0.5775,0.63,7,2.91411182572913,0,0,0,0.54681635400091,0,1.54338169111687,2.91411182572913,0,0,0,0,0,0,1.20284336073445,1.16675805991242,0.564377029801698,11.287540596034,0,0,0.0225750811920679,0.536758059912419,0,2.83562637926233,4.28754059603396,0,14.0947325077477,0,0,0.0287150090597374,0.0287150090597374,0,0,0,0,0,0,0,0,0,7.5,3.75,10,5,40,20
Sunny_LowWind,centralized,1,15,0.588,0.6405,6.65,3.32215390346533,0,0,0,0.944358431737111,0,2.44052220126712,3.32215390346533,0,0,0,0,0,0,1.20284336073445,1.16675805991242,0.564377029801698,11.287540596034,0,0,0.0225750811920679,0.526258059912419,0,3.33557153617912,4.63754059603396,0,18.7322731037817,0,0,0.0240662072500115,0.0240662072500115,0,0,0,0,0,0,0,0,0,7.5,3.75,10,5,40,20
