时间,0,1,2,3,4
2024-06-21 04:15:00+08:00,-0.33749999999999997,-0.33749999999999997,-0.33749999999999997,-0.33749999999999997,-0.33749999999999997
2024-06-21 04:30:00+08:00,-0.33749999999999997,-0.33749999999999997,-0.33749999999999997,-0.33749999999999997,-0.33749999999999997
2024-06-21 04:45:00+08:00,-0.33749999999999997,-0.33749999999999997,-0.33749999999999997,-0.33749999999999997,-0.33749999999999997
2024-06-21 05:00:00+08:00,-0.33749999999999997,-0.33749999999999997,-0.33749999999999997,-0.33749999999999997,-0.33749999999999997
2024-06-21 05:15:00+08:00,-0.33749999999999997,-0.33749999999999997,-0.33749999999999997,-0.33749999999999997,-0.33749999999999997
2024-06-21 05:30:00+08:00,2.804518876233983,6.503878699196255,-0.33749999999999997,-0.33749999999999997,-0.33749999999999997
2024-06-21 05:45:00+08:00,10.503106481712805,17.752730226374712,3.009882067373514,-0.33749999999999997,3.7037341611519157
2024-06-21 06:00:00+08:00,16.774433736241654,27.534625079327135,11.940332466253736,-0.33749999999999997,12.869488174477985
2024-06-21 06:15:00+08:00,30.41440826855424,41.133902175569176,22.53270398048681,-0.33749999999999997,24.844339096229067
2024-06-21 06:30:00+08:00,54.72274083959107,59.91949778881087,34.54673621428016,2.4744307001011445,40.00114400737928
2024-06-21 06:45:00+08:00,89.38478158693279,84.51203176392426,47.65891789929843,6.4161639042208405,57.971696888717474
2024-06-21 07:00:00+08:00,132.32224003073893,113.43500568431816,61.5467838045998,10.679022270073865,78.1267690651404
2024-06-21 07:15:00+08:00,180.825092214657,146.67000558330759,75.91098966814889,15.162409453649744,99.76501589729827
2024-06-21 07:30:00+08:00,232.29228966153778,181.12769789535315,90.48904689614024,19.775056609205897,122.22995049204836
2024-06-21 07:45:00+08:00,284.5871374034787,215.52277047261538,105.06050196397038,24.43826403201512,144.9671753784364
2024-06-21 08:00:00+08:00,335.93523886788967,250.81579620888579,119.34059632429734,29.05200881016072,167.37473906989658
2024-06-21 08:15:00+08:00,385.67964906096,286.0099460056539,133.39200596005912,33.63020016325395,189.4519175919882
2024-06-21 08:30:00+08:00,433.03096733306046,321.8899157638199,147.0017377705381,38.09749360453536,210.81480916731476
2024-06-21 08:45:00+08:00,477.6752859203982,351.60446627974164,160.07926733066768,42.418899287913334,231.30264982252106
2024-06-21 09:00:00+08:00,519.4823728892804,376.27299193369254,172.55025152673497,46.56513515542067,250.80041610794206
2024-06-21 09:15:00+08:00,558.4075006909335,402.35738186009144,184.3509431255708,50.51064097921885,269.21855359936956
2024-06-21 09:30:00+08:00,594.4199554997892,423.8895134003516,195.4239597497258,54.232048738454466,286.4776359193671
2024-06-21 09:45:00+08:00,627.4601811265087,456.16612711889013,205.7155605635864,57.70719682626745,302.498696890942
2024-06-21 10:00:00+08:00,657.4242649757759,485.1765207346249,215.17441989602577,60.9147065709614,317.19926950997194
2024-06-21 10:15:00+08:00,684.1723082490448,508.8114503866279,223.75177758755737,63.83408996107573,330.49465758545387
2024-06-21 10:30:00+08:00,707.5555447176621,527.6960369570058,231.40273231286574,66.44630722004456,342.30351481474463
2024-06-21 10:45:00+08:00,727.4555264250605,538.7107689790868,238.08832120909832,68.73463946642698,352.5563556327122
2024-06-21 11:00:00+08:00,743.8269082081949,556.1247631281741,243.77790788722717,70.68568823271939,361.20513216080064
2024-06-21 11:15:00+08:00,756.7326323177047,573.1343845444419,248.45121656200706,72.29023719129141,368.23131172079815
2024-06-21 11:30:00+08:00,766.3564474042694,581.2603198624226,252.0991078009328,73.54361395436932,373.6489673602788
2024-06-21 11:45:00+08:00,772.9751618353782,574.4478290050513,254.72205416369576,74.44513498433265,377.4988344169702
2024-06-21 12:00:00+08:00,776.8824235174878,570.9645677332157,256.32581923062673,74.99643352786951,379.8314200618837
2024-06-21 12:15:00+08:00,778.2927905048357,571.2111914155274,256.9159612058503,75.19930831380952,380.6855444674869
2024-06-21 12:30:00+08:00,777.2876355600742,570.3902835188023,256.4946775980212,75.05448178499164,380.0760773749413
2024-06-21 12:45:00+08:00,773.8089281491907,582.9344832205472,255.06040095326466,74.56143871786087,377.9924124722979
2024-06-21 13:00:00+08:00,767.6623787931969,576.5557448778978,252.60801529577128,73.71851319498955,374.39927254782424
2024-06-21 13:15:00+08:00,758.5612482603483,586.568176243996,249.13142839430716,72.52390197924063,369.24668756077324
2024-06-21 13:30:00+08:00,746.2194355227705,586.3615317673872,244.62891403748782,70.97775769301239,362.49084690221
2024-06-21 13:45:00+08:00,730.4343897813152,569.2706592638684,239.10782303477845,69.08401722745796,354.1125107188034
2024-06-21 14:00:00+08:00,711.1229914427687,552.1980597203068,232.58657597263522,66.85114362707233,344.1247867131142
2024-06-21 14:15:00+08:00,688.3145394265614,541.5720935783083,225.0941974650573,64.29188791849148,332.57126655026366
2024-06-21 14:30:00+08:00,662.1181967703167,521.5179919961662,216.6684248241246,61.42248378641786,319.51851596539854
2024-06-21 14:45:00+08:00,632.6806073981218,507.3161407027611,207.35332817205597,58.26165058269294,305.0465487181716
2024-06-21 15:00:00+08:00,600.1454484162145,476.6209895229294,197.19713797777013,54.82968328934517,289.23998589628536
2024-06-21 15:15:00+08:00,564.6237990882585,455.3381569144724,186.25079578531773,51.147832694079455,272.1818844852662
2024-06-21 15:30:00+08:00,526.1822450618017,427.1771180312939,174.5675947569918,47.2381158878256,253.95167205446563
2024-06-21 15:45:00+08:00,484.854097871262,389.98382629894525,162.20415981734004,43.1236458676755,234.6281806757197
2024-06-21 16:00:00+08:00,440.6775411868574,355.070456350466,149.22292109784829,38.829524649749814,214.29835536501523
2024-06-21 16:15:00+08:00,393.762378947275,318.46141073371933,135.6961004886641,34.38428662819558,193.07168028726937
2024-06-21 16:30:00+08:00,344.38405097276495,279.57464865365375,121.7110837104756,29.821815806960743,171.0997065578194
2024-06-21 16:45:00+08:00,293.0991322534114,242.13000186695487,107.37688409284907,25.183589489590844,148.59920273932408
2024-06-21 17:00:00+08:00,240.86949664114437,205.26562968450494,92.83115164357416,20.520999404915337,125.87617496320857
2024-06-21 17:15:00+08:00,189.17126441543382,163.8741607775513,78.24686518364533,15.897377113572375,103.34619909409375
2024-06-21 17:30:00+08:00,140.0471352805352,124.87190703780709,63.837447342831396,11.389199136849182,81.54392393685865
2024-06-21 17:45:00+08:00,96.03340870759763,90.76117632848914,49.85850042789785,7.085755283870461,61.11090098957559
2024-06-21 18:00:00+08:00,59.85559271490162,62.312443785796106,36.603813066455956,3.0863945423524286,42.74626303428008
2024-06-21 18:15:00+08:00,33.75936753607076,40.20770767740474,24.393171644497613,-0.33749999999999997,27.100986486407166
2024-06-21 18:30:00+08:00,18.431129859538434,25.737054504938005,13.551414824298574,-0.33749999999999997,14.600913790088606
2024-06-21 18:45:00+08:00,11.653172356736121,17.03412793753419,4.3519441159661785,-0.33749999999999997,5.0876112122678565
2024-06-21 19:00:00+08:00,4.184993043541937,7.230808837676117,-0.33749999999999997,-0.33749999999999997,-0.33749999999999997
2024-06-21 19:15:00+08:00,-0.33749999999999997,-0.33749999999999997,-0.33749999999999997,-0.33749999999999997,-0.33749999999999997
2024-06-21 19:30:00+08:00,-0.33749999999999997,-0.33749999999999997,-0.33749999999999997,-0.33749999999999997,-0.33749999999999997
2024-06-21 19:45:00+08:00,-0.33749999999999997,-0.33749999999999997,-0.33749999999999997,-0.33749999999999997,-0.33749999999999997
2024-06-21 20:00:00+08:00,-0.33749999999999997,-0.33749999999999997,-0.33749999999999997,-0.33749999999999997,-0.33749999999999997
2024-06-21 20:15:00+08:00,-0.33749999999999997,-0.33749999999999997,-0.33749999999999997,-0.33749999999999997,-0.33749999999999997
2024-06-21 20:30:00+08:00,-0.33749999999999997,-0.33749999999999997,-0.33749999999999997,-0.33749999999999997,-0.33749999999999997
2024-06-21 20:45:00+08:00,-0.33749999999999997,-0.33749999999999997,-0.33749999999999997,-0.33749999999999997,-0.33749999999999997
2024-06-21 21:00:00+08:00,-0.33749999999999997,-0.33749999999999997,-0.33749999999999997,-0.33749999999999997,-0.33749999999999997
2024-06-21 21:15:00+08:00,-0.33749999999999997,-0.33749999999999997,-0.33749999999999997,-0.33749999999999997,-0.33749999999999997
2024-06-21 21:30:00+08:00,-0.33749999999999997,-0.33749999999999997,-0.33749999999999997,-0.33749999999999997,-0.33749999999999997
2024-06-21 21:45:00+08:00,-0.33749999999999997,-0.33749999999999997,-0.33749999999999997,-0.33749999999999997,-0.33749999999999997
2024-06-21 22:00:00+08:00,-0.33749999999999997,-0.33749999999999997,-0.33749999999999997,-0.33749999999999997,-0.33749999999999997
2024-06-21 22:15:00+08:00,-0.33749999999999997,-0.33749999999999997,-0.33749999999999997,-0.33749999999999997,-0.33749999999999997
2024-06-21 22:30:00+08:00,-0.33749999999999997,-0.33749999999999997,-0.33749999999999997,-0.33749999999999997,-0.33749999999999997
2024-06-21 22:45:00+08:00,-0.33749999999999997,-0.33749999999999997,-0.33749999999999997,-0.33749999999999997,-0.33749999999999997
2024-06-21 23:00:00+08:00,-0.33749999999999997,-0.33749999999999997,-0.33749999999999997,-0.33749999999999997,-0.33749999999999997
2024-06-21 23:15:00+08:00,-0.33749999999999997,-0.33749999999999997,-0.33749999999999997,-0.33749999999999997,-0.33749999999999997
2024-06-21 23:30:00+08:00,-0.33749999999999997,-0.33749999999999997,-0.33749999999999997,-0.33749999999999997,-0.33749999999999997
2024-06-21 23:45:00+08:00,-0.33749999999999997,-0.33749999999999997,-0.33749999999999997,-0.33749999999999997,-0.33749999999999997
