TotalRepresentativeDays,AnnualObjective_Yuan,AnnualGridEnergy_MWh,AnnualGasEnergy_MWhth,AnnualCarbonEmission_tCO2,AnnualCarbonQuota_tCO2,AnnualCarbonBuyMarket_tCO2,AnnualCarbonSellMarket_tCO2,AnnualCarbonTradeAbs_tCO2,AnnualRenewableAvailable_MWh,AnnualRenewableUse_MWh,AnnualRenewableCurtailment_MWh,AnnualRenewableUseRate_percent,AnnualH2Shortage_kg
365,13046700.0415578,9478.38729956657,31616.8763564783,20822.1079994735,18897.1089654849,2986.47172922354,1061.47273699139,886.705843999532,27561.3128025,26530.8552453757,1030.45755557528,96.261217437252,0.000122390686433243
365,13055517.2388429,9094.62065318503,32076.5357650584,20561.5357978757,18792.1420602794,2842.26572101895,1071.77047523016,489.330227473643,27561.3128025,26530.854624752,1030.45816121889,96.261215185459,6.71209002528854e-06
