Scenario,Method,Community,TimeSlot,Data_Pload,Data_PloadFixed,Data_PdrShiftBase,Data_PdrShiftMax,Data_PdrCutEmax,Data_Hload,Data_HdrCutMax,Data_H2load,Data_H2drCutMax,Data_Ppv,Data_Pwind,Data_PcompFixed,Pgrid,Pch,Pdis,SOC_e,PpvUse,PpvCurt,PwindUse,PwindCurt,Pchp,Hchp,Fgas,Peb,Heb,Pelec,H2prod,H2cons_fc,Pfc,Pcomp,Hch,Hdis,SOC_th,H2ch,H2dis,SOC_h2,H2short,Hdump,PdrShift,PdrShiftDev,PdrCutE,HdrCut,H2drCut,PloadDR,HloadDR,H2loadDR,Qpv,Qwind,Qes,QinjLocal,PinjLocal,V,CarbonEmission_kg,CarbonQuota_kg,CarbonBuyMarket_kg,CarbonSellMarket_kg,CarbonTradeWithCommunities_kg,CarbonUnusedAllowance_kg,Data_Emax,Data_SOC0_e,Data_EthMax,Data_SOC0_th,Data_EH2Max,Data_SOC0_h2
S1_Normal_NoStorage_NoCarbon,centralized,1,1,0.22,0,0,0,0,0.625,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0.402983660544648,0.518121849271691,1.15138188727042,0.110183660544649,0.106878150728309,0.07,1.4,0,0,0.0028,0,0,0,0,0,0,0,0,0.0175999999999999,0,0,0,0,0.22,0.625,1.4,0,0,0,0,0,0,385.487008081672,436.885275825895,0,0,0,51.3982677442229,0,0,0,0,0,0
S1_Normal_NoStorage_NoCarbon,centralized,1,2,0.2,0,0,0,0,0.61,0,1.4,0,0,0,0,0.100493667157585,0,0,0,0,0,0,0,0.36,0.462857142857143,1.02857142857143,0.151693667157585,0.147142857142857,0.07,1.4,0,0,0.0028,0,0,0,0,0,0,0,5.55111512312578e-17,0.052,0.036,0,0,0,0.236,0.61,1.4,0,0,0,0,0,0,452.902762815906,463.444938947865,0,0,0,10.5421761319588,0,0,0,0,0,0
S1_Normal_NoStorage_NoCarbon,centralized,1,3,0.28,0,0,0,0,0.6,0,2.8,0,0,0,0,0.249384388807069,0,0,0,0,0,0,0,0.36,0.462857142857143,1.02857142857143,0.141384388807069,0.137142857142857,0.14,2.8,0,0,0.0056,0,0,0,0,0,0,0,0,0.0648,0.0424,0,0,0,0.3224,0.6,2.8,0.431349442125749,0.431349442125749,0,0,0,0,613.704742197349,571.837384308689,41.8673578886599,0,0,0,0,0,0,0,0,0
S1_Normal_NoStorage_NoCarbon,centralized,1,4,0.27,0,0,0,0,0.59,0,2.8,0,0,0,0,0.228275110456554,0,0,0,0,0,0,0,0.36,0.462857142857143,1.02857142857143,0.131075110456554,0.127142857142857,0.14,2.8,0,0,0.0056,0,0,0,0,0,0,0,0,0.0632,0.0416,0,0,0,0.3116,0.59,2.8,0.458385947298819,0.44,0,0,0,0,590.906721578792,556.469829669514,34.4368919092784,0,0,0,0,0,0,0,0,0
S1_Normal_NoStorage_NoCarbon,centralized,1,5,0.29,0,0,0,0,0.61,0,3.15,0,0,0,0,0.288693667157585,0,0,0,0,0,0,0,0.36,0.462857142857143,1.02857142857143,0.151693667157585,0.147142857142857,0.1575,3.15,0,0,0.0063,0,0,0,0,0,0,0,0,0.0664,0.0432,0,0,0,0.3332,0.61,3.15,0.386637176866258,0.386637176866258,0,0,0,0,656.158762815906,600.454538947865,55.7042238680413,0,0,0,0,0,0,0,0,0
S1_Normal_NoStorage_NoCarbon,centralized,1,6,0.38,0,0,0,0,0.69,0,3.5,0,0,0,0,0.178451784744821,0,0,0,0,0,0,0,0.492495780974203,0.633208861252546,1.40713080278344,0.0585475657190242,0.0567911387474535,0.175,3.5,0,0,0.007,0,0,0,0,0,0,0,0,0.0808,0.0504,0,0,0,0.4304,0.69,3.5,0.290786568048565,0.290786568048565,0,0,0,0,663.840639250736,663.840639250736,0,0,0,0,0,0,0,0,0,0
S1_Normal_NoStorage_NoCarbon,centralized,1,7,0.4,0,0,0,0,0.78,0,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0.606666666666667,0.78,1.73333333333333,0,0,0.21,4.2,0,0,0.0084,0,0,0,0,0,0,0,1.11022302462516e-16,0.0202666666666666,0.0117333333333334,0,0,0,0.388266666666667,0.78,4.2,0.248353162015998,0.248353162015998,0,0,0,0,580.326552,657.7034256,0,0,0,77.3768736,0,0,0,0,0,0
S1_Normal_NoStorage_NoCarbon,centralized,1,8,0.42,0,0,0,0,0.86,0,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0.668888888888889,0.86,1.91111111111111,0,0,0.245,4.9,0,0,0.0098,0,0,0,0,0,0,0,0,0.0276888888888888,0.00591111111111118,0,0,0,0.414088888888889,0.86,4.9,0.318475592441457,0.318475592441457,0,0,0,0,639.847224,725.1601872,0,0,0,85.3129631999999,0,0,0,0,0,0
S1_Normal_NoStorage_NoCarbon,centralized,1,9,0.5,0,0,0,0,0.83,0,5.6,0,0,0,0,0.0756444444444446,0,0,0,0,0,0,0,0.645555555555555,0.83,1.84444444444444,0,0,0.28,5.6,0,0,0.0112,0,0,0,0,0,0,0,0,0,0.04,0.03,0,0,0.43,0.83,5.6,0.40882708086186,0.40882708086186,0,0,0,0,699.222972,754.933057155556,0,0,0,55.7100851555554,0,0,0,0,0,0
S1_Normal_NoStorage_NoCarbon,centralized,1,10,0.54,0,0,0,0,0.75,0,6.3,0,0.922584900866113,0,0,0,0,0,0,0.922584900866113,0,0,0,0.36,0.462857142857143,1.02857142857143,0.296023564064801,0.287142857142857,0.397001965884283,7.94003931768567,1.64003931768567,0.029520707718342,0.0158800786353713,0,0,0,0,0,0,0,0,0.1064,0.0632,0,0,0,0.6032,0.75,6.3,0.289252050612338,0.289252050612338,0,0,0,0,344.369602285715,390.285549257143,0,0,0,45.9159469714286,0,0,0,0,0,0
S1_Normal_NoStorage_NoCarbon,centralized,1,11,0.6,0,0,0,0,0.68,0,7,0,3.28340810928196,0,0,0,0,0,0,3.19998490086611,0.0834232084158488,0,0,0,0,0,1.7960235640648,1.74214285714286,0.897001965884283,17.9400393176857,10.9400393176857,0.196920707718342,0.0358800786353713,0,0,0,0,0,0,0,1.06214285714286,0.116,0.068,0,0,0,0.668,0.68,7,0.0245995914166894,0.0245995914166894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S1_Normal_NoStorage_NoCarbon,centralized,1,12,0.58,0,0,0,0,0.64,0,7,0,3.20865617797235,0,0,0,0,0,0,3.20865617797235,0,0,0,0,0,0,1.75625617797235,1.70356849263318,1,20,13,0.234,0.04,0,0,0,0,0,0,0,1.06356849263318,0.1128,0.0664,0,0,0,0.6464,0.64,7,0.029272609275523,0.029272609275523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
