Scenario,Method,TimeSlot,DataSum_Pload,DataSum_PloadFixed,DataSum_PdrShiftBase,DataSum_PdrShiftMax,DataSum_PdrCutEmax,DataSum_Hload,DataSum_HdrCutMax,DataSum_H2load,DataSum_H2drCutMax,DataSum_Ppv,DataSum_Pwind,DataSum_PcompFixed,Sum_Pgrid,Sum_Pch,Sum_Pdis,Sum_PpvUse,Sum_PpvCurt,Sum_PwindUse,Sum_PwindCurt,Sum_Pchp,Sum_Hchp,Sum_Fgas,Sum_Peb,Sum_Heb,Sum_Pelec,Sum_H2prod,Sum_H2cons_fc,Sum_Pfc,Sum_Pcomp,Sum_Hch,Sum_Hdis,Sum_H2ch,Sum_H2dis,Sum_H2short,Sum_Hdump,Sum_PdrShift,Sum_PdrShiftDev,Sum_PdrCutE,Sum_HdrCut,Sum_H2drCut,Sum_PloadDR,Sum_HloadDR,Sum_H2loadDR,Sum_Qpv,Sum_Qwind,Sum_Qes,Sum_QinjLocal,Sum_PinjLocal,Sum_CarbonEmission_kg,Sum_CarbonQuota_kg,Sum_CarbonBuyMarket_kg,Sum_CarbonSellMarket_kg,Sum_CarbonTradeWithCommunities_kg,Sum_CarbonUnusedAllowance_kg,Mean_SOC_e,Mean_SOC_th,Mean_SOC_h2,Mean_V,TotalRenewableAvailable_MW,TotalRenewableUsed_MW,TotalRenewableCurtailment_MW
S3_Normal_WithStorage_Carbon,centralized,1,1.37,0,0,0,0,2.285,0,7.6,0,0,4.22213002086876,0,5.06946324917185e-10,0.983201749337486,0.68233320605784,0,0,4.22213002085356,1.52011736531676e-11,0.565071727236824,0.726520792161631,1.61449064924807,2.12280711753954,2.05912290401336,0.814779419203885,16.2955883840777,1.83388344534639e-09,3.3009902016235e-11,0.0325911767681554,1.30352079240967,0.649077096847044,40.4014511256906,31.7058627430856,9.39365334306686e-11,4.17718995521319e-11,0.295755491952559,0.146155493128009,1.12119670675092e-10,0.15379999942941,2.65904085885643e-10,1.51615549184044,2.13120000057059,7.5999999997341,6.38813748745363e-07,3.67958380082361e-07,3.50032886779308e-07,0,0,540.537572690409,919.968063454761,9.19962712861663e-07,379.430491684341,1.53477230924182e-11,0,2.00526539393658,4.18503523449217,32.8985294608693,0,4.22213002086876,4.22213002085356,1.52011736531676e-11
S3_Normal_WithStorage_Carbon,centralized,2,1.3,0,0,0,0,2.23,0,7.6,0,0,4.24317919985326,0,0.328000002430341,1.03785088330577,0.33817772132922,0,0,4.24317919983698,1.6281198611523e-11,0.56507168192147,0.726520733899033,1.61449051977563,2.12280712425543,2.05912291052776,0.814779422415977,16.2955884483195,1.81601622779164e-09,3.26882921002495e-11,0.0325911768966391,1.33172073413268,0.626077090318231,40.4377370638574,31.742148616994,9.39365184063158e-11,4.1755836792679e-11,0.308799998786423,0.166399999911675,1.07800824897761e-10,0.149999999429408,2.65904419106955e-10,1.46639999867862,2.08000000057059,7.5999999997341,4.22079991777127e-07,1.78002316953532e-07,1.71572206249625e-07,0,0,894.777531419814,923.606984308689,1.17300889251852e-06,28.8294540618708,-4.17514911532635e-11,0,2.21525932406084,4.38707062825937,35.797058943158,0,4.24317919985326,4.24317919983698,1.6281198611523e-11
S3_Normal_WithStorage_Carbon,centralized,3,1.35,0,0,0,0,2.19,0,15.2,0,0,0.311350076104985,0,2.02601471469816,1.16613063653988e-09,0.418177747394292,0,0,0.311350076090717,1.4267254044853e-11,0.749999976151113,0.96428568362286,2.14285707471747,0.922807150872672,0.895122936346492,1.0285916956284,20.5718339125679,1.84546293455253e-09,3.32183328219455e-11,0.0411436678251358,0.424285689127079,0.607677069770094,38.1015852989933,32.7297513879098,9.39340571982981e-11,4.18096327233234e-11,0.308399998988055,0.163000000119178,1.1341827171035e-10,0.147199999429442,2.65924485547449e-10,1.51299999887464,2.04280000057056,15.1999999997341,0.449625666267241,0.449625900698771,0.449626027586961,0,0,2905.53254048916,2905.53251653313,2.49680498488102e-05,1.01203466411899e-06,-3.97903932025656e-13,0,2.06853029025668,4.30820773866887,37.5876702468519,0,0.311350076104985,0.311350076090717,1.4267254044853e-11
S3_Normal_WithStorage_Carbon,centralized,4,1.32,0,0,0,0,2.18,0,15.2,0,0,0.150131077302458,0,3.50658663663851,1.92402240290248e-09,6.74676036233144e-09,0,0,0.15013107728747,1.49876777655322e-11,0.563728823817805,0.724794202051464,1.61065378233659,1.26620626272289,1.2282200748412,1.41676950084004,28.3353900168008,1.83716397435831e-09,3.30689515384495e-11,0.0566707800336017,0.184794189471538,0.265379913191204,42.5205400803356,29.3851500650115,9.39343074457633e-11,4.18060861010106e-11,0.303199999114866,0.160800000192327,1.11920063104155e-10,0.146399999429474,2.65923749691483e-10,1.48079999900295,2.03360000057053,15.1999999997341,0.848288228412698,0.848288616228305,0.848288927297433,0,0,4326.36654216718,2991.37079302219,1334.99575005016,9.05079772641924e-07,-1.75646164279897e-11,0,2.06853028849868,4.27361013965372,41.9661335852936,0,0.150131077302458,0.15013107728747,1.49876777655322e-11
S3_Normal_WithStorage_Carbon,centralized,5,1.39,0,0,0,0,2.23,0,17.1,0,0,0.0571927426120012,0,3.53316086171847,2.35613451775607e-09,7.49292255441395e-09,0,0,0.0571927425978623,1.41389538965697e-11,0.563728824656461,0.724794203129736,1.61065378473275,1.22301601348688,1.18632553308228,1.3217946362109,26.4358927242181,1.83745879979277e-09,3.30742583962698e-11,0.0528717854484362,0.124099650314476,0.292979914714775,40.2640511142346,30.9281583914948,9.39350329967903e-11,4.17789756920548e-11,0.315999999108602,0.166400000192772,1.12053063906265e-10,0.149999999429467,2.65931536940454e-10,1.55639999899655,2.08000000057053,17.0999999997341,0.905786538974447,0.905786968109013,0.905787311442032,0,0,4355.06670605578,3064.86791780055,1290.19878917506,9.1981190176635e-07,-4.88853402202949e-12,0,2.06853028661569,4.21010839217792,45.0780978262067,0,0.0571927426120012,0.0571927425978623,1.41389538965697e-11
S3_Normal_WithStorage_Carbon,centralized,6,1.65,0,0,0,0,2.41,0,19,0,0,0.0546297000124259,0,1.20588812232659,9.23769113205085e-10,0.140000202349414,0,0,0.0546296999992884,1.31374633394188e-11,1.3799999984436,1.77428571228462,3.94285713841028,0.440118079827529,0.426914537432703,0.538461323163472,10.7692264632694,1.82487046019611e-09,3.284766828353e-11,0.0215384529265389,0.0300000036744018,0.0947997502735036,31.2159075269931,39.4466810651876,9.41464448502831e-11,4.19079770885844e-11,0.30620016643741,0.130400167633588,1.27062257274386e-10,0.144000003725479,2.67625284588121e-10,1.78040016631035,2.26599999627452,18.9999999997324,0.367295492409788,0.367295479456995,0.367295586339885,0,0,2622.44264605246,3061.33197036609,1.03161279540383e-06,438.889325345241,-2.89901436190121e-12,0,2.01940740889088,4.18634532307009,42.3345066468093,0,0.0546297000124259,0.0546296999992884,1.31374633394188e-11
S3_Normal_WithStorage_Carbon,centralized,7,2,0,0,0,0,2.685,0,22.8,0,0,0.0362572974971761,0,1.2398247849111,5.54122279733278e-10,0.154034118119922,0,0,0.0362572974871398,1.00363259369907e-11,1.72813333076053,2.22188571097782,4.93752380217293,0.420116050280042,0.407512568771641,0.752051290651874,15.0410258130375,1.64395629193966e-09,2.95912132549138e-11,0.030082051626075,0.215000001254827,0.113401718042793,31.5129354837878,39.2719096720189,9.54223199998367e-11,3.95764532257203e-11,0.214000137582517,1.40939362288231e-07,0.0439999993864409,0.157200003502151,2.78984436246142e-10,1.95600013819608,2.52779999649785,22.799999999721,0.441993678734787,0.441993644939263,0.441993759047134,0,0,2992.11240051146,3248.29970588967,9.59044112531453e-07,256.187306337276,4.88853402202949e-12,0,1.96536035007691,4.21463858029453,39.7481819173982,0,0.0362572974971761,0.0362572974871398,1.00363259369907e-11
S3_Normal_WithStorage_Carbon,centralized,8,2.56,0,0,0,0,3.015,0,26.6,0,0,0.0299449123841541,0,2.30732570624095e-10,5.35244908395352e-10,1.47038217706473,0,0,0.0299449123742649,9.88920750844002e-12,1.96537777635409,2.52691428388383,5.6153650752974,1.06877064505258e-09,1.036707525701e-09,0.887863252750119,17.7572650550024,1.63382497929679e-09,2.94088496273422e-11,0.0355145301100048,0.296428574328605,0.61491428586779,31.0039728085531,39.8467077548055,9.5519573149228e-11,3.9497627390972e-11,0.309127081347226,0.0656372629920383,0.0527999997581122,0.169600003579776,2.79967237001208e-10,2.54232708158911,2.84539999642022,26.59999999972,-1.97476414397108e-07,-3.60104782258649e-07,-3.12132900699646e-07,0,0,1880.04545353874,3681.71563212687,9.74027573393909e-07,1801.67017956218,1.78204118128633e-11,0,1.44943677934645,4.09274823028184,36.8006036019804,0,0.0299449123841541,0.0299449123742649,9.88920750844002e-12
S3_Normal_WithStorage_Carbon,centralized,9,2.81,0,0,0,0,3.23,0,30.4,0,0,0.0405123486886849,0,1.84668498103344e-10,4.62869975884043e-10,1.58143166269458,0,0,0.0405123486796704,9.01449054291348e-12,1.94391111002015,2.49931428431162,5.5540317429147,4.86728624735221e-10,4.72126765993164e-10,0.906432824892972,18.1286564978594,1.59129862839799e-09,2.86433753111639e-11,0.0362573129957189,0.131428574539869,0.690114286314208,29.4202009996672,41.6915445030186,9.61049050084446e-11,3.96149779646748e-11,0.172964982775496,0.227564983911727,0.0592000000061351,0.172000003481533,2.8596073445769e-10,2.62316498276936,3.05799999651847,30.399999999714,-1.796371973014e-07,-3.59082167475808e-07,-3.25203678694586e-07,0,0,1859.51082196727,4027.10347547265,9.60690245008877e-07,2167.59265446608,2.8421709430404e-13,0,0.894548476793198,3.89222191526714,32.7101557675305,0,0.0405123486886849,0.0405123486796704,9.01449054291348e-12
S3_Normal_WithStorage_Carbon,centralized,10,2.99,0,0,0,0,3.36,0,34.2,0,2.9327391453297,0.00505243988166717,0,1.14267769668143e-10,5.48903687573148e-09,1.08428719195191,2.93273914529216,3.75337538827125e-11,0.00505243987176897,9.89819771285427e-12,1.59940402649477,2.05637660549328,4.56972578998506,0.826737752369313,0.801935619798234,1.69590869737666,33.9181739475331,1.60910928663829e-09,2.89639671594893e-11,0.0678363478950662,4.73976911752888e-09,0.269287780689591,35.0637544219354,35.3455804756312,9.58868640036094e-11,3.88225562808486e-11,0.425199999933533,0.10500000248926,0.0639999993073164,0.23239999879749,2.8424343836721e-10,3.03100000062622,3.12760000120251,34.1999999997158,1.4707791427378e-06,1.23589160735791e-06,1.21848772472471e-06,0,0,1529.96146817389,2628.53863780746,1.02736463029921e-06,1098.57717066093,3.35376171278767e-12,0,0.514096832232473,3.79773497617523,32.616213749632,0,2.93779158521136,2.93779158516393,4.74319515955668e-11
