Scenario,Method,Objective_Yuan,LocalObjective_Yuan,Iterations,FinalPrimalResidual,FinalDualResidual,MaxConsensusP_MW,MaxConsensusQ_MVAr,MaxConsensusCarbon_kg,TotalPVCurt_MWh,TotalWindCurt_MWh,TotalH2Shortage_kg,TotalPdrShiftDeviation_MWh,TotalElectricCurtailmentDR_MWh,TotalHeatCurtailmentDR_MWh,TotalHydrogenCurtailmentDR_kg,Part_gridCost,Part_carbonTradingCost,Part_gasCost,Part_gasCarbonCost,Part_pvCurtCost,Part_windCurtCost,Part_h2ShortCost,Part_demandResponseCost,Part_qSupportCost
S4__Carbon_DR,centralized,38117.9901631311,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.29650945535076e-09,0.26333852440094,1.07954022484697e-08,5.55840012387081,0.815055120946534,4.62028597127716,3.33626659618327e-08,5380.00970320232,-381.386915977791,29938.9909189289,0,2.98197174730674e-07,52.6677048801881,3.23862067454091e-06,2507.83050665892,48.2266048875995
