Scenario,Method,Iteration,PrimalResidual,DualResidual
Cloudy_MidWind,admm,1,0.940056604621807,1
Cloudy_MidWind,admm,2,0.228853137108928,0.299228081495277
Cloudy_MidWind,admm,3,0.184489610445395,0.199130406480217
Cloudy_MidWind,admm,4,0.0730548518283416,0.13827871847035
Cloudy_MidWind,admm,5,0.0624749683411778,0.105702285609462
Cloudy_MidWind,admm,6,0.0310764435522447,0.0789674705734324
Cloudy_MidWind,admm,7,0.0184957670336515,0.064389086123625
Cloudy_MidWind,admm,8,0.00732821615554725,0.078922945116377
Cloudy_MidWind,admm,9,0.00588364000054342,0.0684592471725993
Cloudy_MidWind,admm,10,0.00550822428423367,0.0441090696468629
Cloudy_MidWind,admm,11,0.00698657611544909,0.0365513957806859
Cloudy_MidWind,admm,12,0.00361756533203855,0.032356792773519
Cloudy_MidWind,admm,13,0.000337010487815901,0.0308063244084249
Cloudy_MidWind,admm,14,0.00281160558990632,0.0295766715671221
Cloudy_MidWind,admm,15,0.00107828592873986,0.0282877732745343
Cloudy_MidWind,admm,16,0.000728218651198508,0.0272940076383985
Cloudy_MidWind,admm,17,0.000300699180837876,0.0263284850255337
Cloudy_MidWind,admm,18,0.00024263904216546,0.0255040756194549
Cloudy_MidWind,admm,19,0.000143355255407888,0.0246273628160541
Cloudy_MidWind,admm,20,0.000271211418993947,0.0238507485251456
Cloudy_MidWind,admm,21,0.000885247992035194,0.0227377951006921
Cloudy_MidWind,admm,22,0.00183349641888967,0.0219822123077497
Cloudy_MidWind,admm,23,0.00302392672266793,0.0212320653676279
Cloudy_MidWind,admm,24,0.00432556381038389,0.0190047391810994
Cloudy_MidWind,admm,25,0.00474544105231042,0.0177443985128398
Cloudy_MidWind,admm,26,0.00496111797394928,0.0168283691623043
Cloudy_MidWind,admm,27,0.00510496713158718,0.01554845987176
Cloudy_MidWind,admm,28,0.00466582823053621,0.0151546587299613
Cloudy_MidWind,admm,29,0.00430703434843771,0.0145756615856453
Cloudy_MidWind,admm,30,0.00885491435414773,0.00976407555878798
Cloudy_MidWind,admm,31,0.0042231182374788,0.00916773982074069
Cloudy_MidWind,admm,32,0.0029519707979007,0.00887753375399447
Cloudy_MidWind,admm,33,0.00335043965823718,0.00803959183981928
Cloudy_MidWind,admm,34,0.00310985330173943,0.00691868488612201
Cloudy_MidWind,admm,35,0.00293179706736029,0.00659280034252564
Cloudy_MidWind,admm,36,0.00283750252274914,0.00619912505570453
Cloudy_MidWind,admm,37,0.0027930701336254,0.00586952338972027
Cloudy_MidWind,admm,38,0.00273006410356133,0.00558620054421826
Cloudy_MidWind,admm,39,0.00262179584446053,0.00534429094896889
Cloudy_MidWind,admm,40,0.00243893157769584,0.00513614607155516
Cloudy_MidWind,admm,41,0.00220611975246833,0.00495700568310717
Cloudy_MidWind,admm,42,0.00222748183685785,0.00433170290080155
Cloudy_MidWind,admm,43,0.00233139276417594,0.00377621990522967
Cloudy_MidWind,admm,44,0.00158161046355856,0.00361030389918812
Cloudy_MidWind,admm,45,0.000632713550204379,0.00358177250007597
Cloudy_MidWind,admm,46,0.000196534169997148,0.00353071408963533
