TypicalScenario,TypicalScenarioCN,DDREScenarioId,PVLabel,WindLabel,RepresentativeDays,TotalObjective_Yuan,AnnualObjective_Yuan,GridEnergy_MWh,AnnualGridEnergy_MWh,GridPeak_MW,GridPeakValleyDiff_MW,GasEnergy_MWhth,AnnualGasEnergy_MWhth,CarbonEmission_tCO2,AnnualCarbonEmission_tCO2,CarbonQuota_tCO2,AnnualCarbonQuota_tCO2,CarbonSurplusBeforeTrade_tCO2,AnnualCarbonSurplusBeforeTrade_tCO2,CarbonBuyMarket_tCO2,AnnualCarbonBuyMarket_tCO2,CarbonSellMarket_tCO2,AnnualCarbonSellMarket_tCO2,CarbonTradeAbs_tCO2,AnnualCarbonTradeAbs_tCO2,CarbonUnusedAllowance_tCO2,AnnualCarbonUnusedAllowance_tCO2,RenewableAvailable_MWh,RenewableUse_MWh,RenewableUseRate_percent,RenewableCurtailment_MWh,AnnualRenewableCurtailment_MWh,RenewableCurtailmentRate_percent,H2Shortage_kg,AnnualH2Shortage_kg,HeatDump_MWh,StorageCharge_MWh,StorageDischarge_MWh,StorageSOCSwing_MWh,AvgMinimumVoltage_pu,GridVoltageDeviation_pu
Sunny_LowWind,晴天少风,116,0,0,94,27697.7694116324,2603590.32469345,20.1208723308419,1891.36199909913,6.8890151633978,6.88901516327724,71.6330525524838,6733.50693993348,45.7135588848194,4297.07453517303,41.8287473933645,3931.90225497626,-3.88481149145497,-365.172280196767,6.71275154473858,630.998645205427,2.82794005328456,265.826365008749,1.74353133393945,163.891945390308,0,0,89.0482543001175,89.0482542984943,99.9999999981772,1.62321310559488e-09,1.52582031925919e-07,1.82284663338171e-09,3.59279958088061e-09,3.37723160602777e-07,1.94780466755695e-09,13.3091346325064,12.0114940058372,3.99999995754341,0.960258759539824,0.0251163799264483
Sunny_LowWind,晴天少风,116,0,0,94,27697.2739106212,2603543.74759839,20.002518294127,1880.23671964793,6.89807723130567,6.89807723128248,71.7683311265508,6746.22312589578,45.631028303118,4289.31666049309,41.7939163363134,3928.62813561346,-3.83711196680459,-360.688524879631,6.65952260619535,625.995124982363,2.82807126316267,265.838698737291,0.259492082926494,24.3922557950904,0,0,89.0482543001175,89.048254299282,99.9999999990618,8.35414362687636e-10,7.85289500926378e-08,9.38159169153453e-10,1.13392735309277e-09,1.0658917119072e-07,5.45690992392878e-10,13.8856110230229,12.5317639482781,3.99999999961989,0.967621048156589,0.0240416203261451
Sunny_HighWind,晴天多风,178,0,2,51,26590.0391849048,1356091.99843015,9.83782326345675,501.728986436294,4.21377725878258,4.21377725389088,61.0206447328749,3112.05288137662,31.0547916391369,1583.79437359598,30.3158701856806,1546.10937946971,-0.738921453456293,-37.6849941262709,3.137375162135,160.006133268885,2.39845370889927,122.321139153863,1.84704316064726,94.1992011930102,0,0,142.869014259615,122.890762431358,86.0163857560088,19.9782518282573,1018.89084324112,13.9836142439912,1.37865803571481e-07,7.03115598214551e-06,8.29171043156979,23.6391516219137,21.3343343388022,3.99999689857519,0.962917545700389,0.0246550996116897
Sunny_HighWind,晴天多风,178,0,2,51,26593.2897635531,1356257.77794121,9.83782330073381,501.728988337424,3.8950083957802,3.8950083957802,61.0206452273271,3112.05290659368,31.0547918449406,1583.79438409197,30.3158704004354,1546.1093904222,-0.738921444505228,-37.6849936697666,3.13736972784319,160.005856120003,2.39844828333796,122.320862450236,0.937921438916725,47.833993384753,0,0,142.869014259615,122.89077004074,86.0163910821341,19.9782442188745,1018.8904551626,13.9836089178658,0,0,8.29171737748828,24.0800313058862,21.7322282535623,4,0.972245210442377,0.0235536670386656
Cloudy_MidWind,多云中风,137,1,1,72,32899.5179874198,2368765.29509422,22.8963202128087,1648.53505532223,7.01418873869468,7.01418873699132,85.8372430936654,6180.28150274391,53.4666592823715,3849.59946833075,49.2389723611346,3545.20601000169,-4.22768692123693,-304.393458329059,7.47333745668561,538.080296881364,3.24565053558972,233.68683856246,1.73050952917274,124.596686100437,0,0,74.291597892814,74.1309436421554,99.7837517899528,0.160654250658633,11.5671060474216,0.216248210047145,4.66871751232234e-08,3.36147660887209e-06,3.14098204511362e-08,10.8365914286016,9.78002376436543,3.9999980537536,0.958690490009624,0.0254122732954783
Cloudy_MidWind,多云中风,137,1,1,72,32929.546586802,2370927.35424974,21.2961554950137,1533.32319564099,6.72601890439566,6.72601890422874,88.0121239515161,6336.87292450916,52.466639719411,3777.59805979759,48.8992985564723,3520.749496066,-3.5673411629387,-256.848563731586,6.83329024296091,491.996897493185,3.26243122745007,234.895048376405,0.996071565103765,71.7171526874711,0,0,74.291597892814,74.1309396460912,99.7837464110616,0.160658246722859,11.5673937640458,0.216253588938351,1.1011962615275e-08,7.92861308299803e-07,5.30085780825473e-09,10.0416612828579,9.06259930777921,3.83999998731954,0.972153524961074,0.023157305854404
Rainy_LowWind,阴天少风,183,2,0,69,57837.7429116896,3990804.26090658,47.6553749100413,3288.22086879285,7.00160277756573,7.00160277698784,118.068877115801,8146.75252099024,90.9977112615701,6278.84207704834,79.493673474399,5485.06346973353,-11.5040377871711,-793.778607314808,14.2834554779735,985.558427980169,2.77941769080257,191.779820665378,4.45721381741387,307.547753401557,0,0,21.223752328795,21.2237523271269,99.9999999921406,1.66805434260097e-09,1.15095749639467e-07,7.85937527332463e-09,7.56956311721084e-09,5.22299855087548e-07,3.7798925185819e-09,13.6844287364655,12.3501969346591,3.83999999822024,0.954384349867209,0.0267236701311959
Rainy_LowWind,阴天少风,183,2,0,69,57852.0069900411,3991788.48231283,47.927855562063,3307.02203378235,7.00970284997342,7.00970284709376,118.002424763696,8142.16730869504,91.2697418670791,6297.61218882846,79.6668244239064,5497.01088524954,-11.6029174431727,-800.601303578916,14.4073431898335,994.10668009851,2.80048840967186,193.233700267359,3.55477962352413,245.279794023165,0,0,21.223752328795,21.223752314458,99.9999999324481,1.43370498532002e-08,9.89256439870817e-07,6.7551908970162e-08,3.15053685104525e-08,2.17387042722122e-06,1.65712036557239e-08,13.9220722458448,12.5646702018754,3.83999983978546,0.970008679309217,0.0249224918501125
Rainy_HighWind,阴天多风,40,2,2,79,38596.3099413992,3049108.48537053,23.5385450510068,1859.54505902954,5.8483883011788,5.8483883011788,96.467899002864,7620.96402122625,57.7194458899044,4559.83622530245,53.740253663259,4245.48003939746,-3.97919222664545,-314.356185904991,6.69595723931827,528.980621906143,2.71676501267283,214.624436001153,7.30709400542945,577.260426428927,0,0,64.4433850807762,64.4433850807762,100,0,0,0,0,0,7.21644966006352e-16,12.1147338234332,10.9335472756485,3.62568045801895,0.959942604284914,0.0257923434526261
Rainy_HighWind,阴天多风,40,2,2,79,38603.4071939154,3049669.16831932,23.5385442444957,1859.54499531516,5.35134404085428,5.3513440392941,96.4679000806255,7620.96410636941,57.719445379711,4559.83618499717,53.7402534850693,4245.48002532048,-3.97919189464173,-314.356159676697,6.69615091924922,528.995922620688,2.71667160858799,214.617057078451,2.69367163168346,212.800058902993,0,0,64.4433850807762,64.4433850705671,99.9999999841581,1.02090601770966e-08,8.06515753990628e-07,1.58419055179986e-08,5.37222276671341e-08,4.2440559857036e-06,3.38605324387491e-08,12.1147341044059,10.933547529228,3.62568045801895,0.972906762644818,0.024047749260913
